"Title","Canadian trade balances"
"Products","Hs 86 - rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2013"
"Units","Value in  canadian dollars"

"","","2013"
"HS 86 - Rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Prince Edward Island","Total Exports","12470041"
"","Total Imports","17530"
"","Trade Balance","12452511"
"Nunavut","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Northwest Territories","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Yukon Territory","Total Exports","6596"
"","Total Imports","8452"
"","Trade Balance","-1856"
"Newfoundland and Labrador","Total Exports","237546"
"","Total Imports","818977"
"","Trade Balance","-581431"
"Nova Scotia","Total Exports","457075"
"","Total Imports","2619413"
"","Trade Balance","-2162338"
"New Brunswick","Total Exports","472372"
"","Total Imports","5342836"
"","Trade Balance","-4870464"
"Quebec","Total Exports","102155426"
"","Total Imports","149221428"
"","Trade Balance","-47066002"
"Saskatchewan","Total Exports","4728210"
"","Total Imports","53959323"
"","Trade Balance","-49231113"
"British Columbia","Total Exports","9172581"
"","Total Imports","112683924"
"","Trade Balance","-103511343"
"Manitoba","Total Exports","31747296"
"","Total Imports","157756796"
"","Trade Balance","-126009500"
"Alberta","Total Exports","2885587"
"","Total Imports","154302189"
"","Trade Balance","-151416602"
"Ontario","Total Exports","183721796"
"","Total Imports","536018272"
"","Trade Balance","-352296476"

"Source: Trade Data Online (accessed: March 14, 2025)"



