"Title","Canadian trade balances"
"Products","Hs 09 - coffee, tea, maté and spices"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2016"
"Units","Value in  canadian dollars"

"","","2016"
"HS 09 - Coffee, tea, maté and spices"
"Saskatchewan","Total Exports","8654242"
"","Total Imports","2502456"
"","Trade Balance","6151786"
"Prince Edward Island","Total Exports","30733"
"","Total Imports","2401"
"","Trade Balance","28332"
"Newfoundland and Labrador","Total Exports","15673"
"","Total Imports","7608"
"","Trade Balance","8065"
"Northwest Territories","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Nunavut","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Yukon Territory","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"New Brunswick","Total Exports","21573"
"","Total Imports","1447003"
"","Trade Balance","-1425430"
"Manitoba","Total Exports","1308434"
"","Total Imports","3833044"
"","Trade Balance","-2524610"
"Nova Scotia","Total Exports","35264"
"","Total Imports","2888201"
"","Trade Balance","-2852937"
"Alberta","Total Exports","1335977"
"","Total Imports","59770119"
"","Trade Balance","-58434142"
"Quebec","Total Exports","240865956"
"","Total Imports","378235959"
"","Trade Balance","-137370003"
"British Columbia","Total Exports","74235428"
"","Total Imports","323687707"
"","Trade Balance","-249452279"
"Ontario","Total Exports","535848245"
"","Total Imports","1255780105"
"","Trade Balance","-719931860"

"Source: Trade Data Online (accessed: March 14, 2025)"



