"Title","Canadian trade balances"
"Products","Hs 86 - rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2006"
"Units","Value in  canadian dollars"

"","","2006"
"HS 86 - Rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"United Kingdom","Total Exports","61731498"
"","Total Imports","5316714"
"","Trade Balance","56414784"
"Brazil","Total Exports","45063540"
"","Total Imports","5767924"
"","Trade Balance","39295616"
"Netherlands","Total Exports","33428064"
"","Total Imports","1957333"
"","Trade Balance","31470731"
"Mexico","Total Exports","49015578"
"","Total Imports","27198641"
"","Trade Balance","21816937"
"Venezuela","Total Exports","14208649"
"","Total Imports",""
"","Trade Balance","14208649"
"Chile","Total Exports","2462308"
"","Total Imports","19227"
"","Trade Balance","2443081"
"Côte-d'Ivoire","Total Exports","2420966"
"","Total Imports",""
"","Trade Balance","2420966"
"Australia","Total Exports","2917644"
"","Total Imports","1177589"
"","Trade Balance","1740055"
"Gabon","Total Exports","1451210"
"","Total Imports",""
"","Trade Balance","1451210"
"Cuba","Total Exports","1420749"
"","Total Imports",""
"","Trade Balance","1420749"
"Cameroon","Total Exports","1406671"
"","Total Imports",""
"","Trade Balance","1406671"
"Tunisia","Total Exports","1179371"
"","Total Imports",""
"","Trade Balance","1179371"
"Sudan","Total Exports","1125285"
"","Total Imports",""
"","Trade Balance","1125285"
"Peru","Total Exports","887188"
"","Total Imports",""
"","Trade Balance","887188"
"Mauritania","Total Exports","867165"
"","Total Imports",""
"","Trade Balance","867165"
"Bangladesh","Total Exports","762614"
"","Total Imports",""
"","Trade Balance","762614"
"Zambia (Zambi)","Total Exports","759408"
"","Total Imports",""
"","Trade Balance","759408"
"Zimbabwe","Total Exports","726260"
"","Total Imports",""
"","Trade Balance","726260"
"Türkiye","Total Exports","641867"
"","Total Imports","15048"
"","Trade Balance","626819"
"Iran","Total Exports","605294"
"","Total Imports",""
"","Trade Balance","605294"
"Argentina","Total Exports","729388"
"","Total Imports","245876"
"","Trade Balance","483512"
"Trinidad and Tobago","Total Exports","439113"
"","Total Imports",""
"","Trade Balance","439113"
"Senegal","Total Exports","325431"
"","Total Imports",""
"","Trade Balance","325431"
"Tanzania","Total Exports","317477"
"","Total Imports",""
"","Trade Balance","317477"
"Sri Lanka","Total Exports","295668"
"","Total Imports",""
"","Trade Balance","295668"
"Jamaica","Total Exports","268688"
"","Total Imports",""
"","Trade Balance","268688"
"Mali","Total Exports","262753"
"","Total Imports",""
"","Trade Balance","262753"
"Slovenia","Total Exports","207917"
"","Total Imports","43162"
"","Trade Balance","164755"
"Kazakhstan","Total Exports","128556"
"","Total Imports",""
"","Trade Balance","128556"
"Uruguay","Total Exports","118571"
"","Total Imports",""
"","Trade Balance","118571"
"Syria","Total Exports","113204"
"","Total Imports",""
"","Trade Balance","113204"
"Congo (formerly Brazzaville)","Total Exports","118617"
"","Total Imports","11233"
"","Trade Balance","107384"
"Colombia","Total Exports","103917"
"","Total Imports",""
"","Trade Balance","103917"
"Singapore","Total Exports","104163"
"","Total Imports","822"
"","Trade Balance","103341"
"Portugal","Total Exports","100613"
"","Total Imports",""
"","Trade Balance","100613"
"Morocco","Total Exports","100192"
"","Total Imports",""
"","Trade Balance","100192"
"Bosnia and Herzegovina","Total Exports","71782"
"","Total Imports",""
"","Trade Balance","71782"
"Angola","Total Exports","66675"
"","Total Imports",""
"","Trade Balance","66675"
"Ireland","Total Exports","91003"
"","Total Imports","30273"
"","Trade Balance","60730"
"Dominican Republic","Total Exports","59057"
"","Total Imports",""
"","Trade Balance","59057"
"Congo (formerly Zaire)","Total Exports","50426"
"","Total Imports",""
"","Trade Balance","50426"
"United Arab Emirates","Total Exports","48694"
"","Total Imports",""
"","Trade Balance","48694"
"Pakistan","Total Exports","39113"
"","Total Imports",""
"","Trade Balance","39113"
"Saudi Arabia","Total Exports","36942"
"","Total Imports",""
"","Trade Balance","36942"
"Croatia","Total Exports","31778"
"","Total Imports",""
"","Trade Balance","31778"
"Ecuador","Total Exports","28276"
"","Total Imports",""
"","Trade Balance","28276"
"Mongolia","Total Exports","27050"
"","Total Imports",""
"","Trade Balance","27050"
"Togo","Total Exports","26500"
"","Total Imports",""
"","Trade Balance","26500"
"Bolivia","Total Exports","21933"
"","Total Imports",""
"","Trade Balance","21933"
"Greece","Total Exports","21312"
"","Total Imports",""
"","Trade Balance","21312"
"Thailand","Total Exports","29304"
"","Total Imports","11730"
"","Trade Balance","17574"
"Kyrgyzstan","Total Exports","16809"
"","Total Imports",""
"","Trade Balance","16809"
"Burkina Faso","Total Exports","13727"
"","Total Imports",""
"","Trade Balance","13727"
"Libya","Total Exports","12020"
"","Total Imports",""
"","Trade Balance","12020"
"Guatemala","Total Exports","11693"
"","Total Imports",""
"","Trade Balance","11693"
"Eritrea","Total Exports","11082"
"","Total Imports",""
"","Trade Balance","11082"
"Nigeria","Total Exports","9697"
"","Total Imports",""
"","Trade Balance","9697"
"Algeria","Total Exports","8643"
"","Total Imports",""
"","Trade Balance","8643"
"Turks and Caicos Islands","Total Exports","7969"
"","Total Imports",""
"","Trade Balance","7969"
"Ghana","Total Exports","7377"
"","Total Imports",""
"","Trade Balance","7377"
"Guyana","Total Exports","5292"
