"Title","Canadian trade balances"
"Products","Hs 86 - rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2019"
"Units","Value in  canadian dollars"

"","","2019"
"HS 86 - Rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Egypt","Total Exports","3630410"
"","Total Imports",""
"","Trade Balance","3630410"
"Chile","Total Exports","2941011"
"","Total Imports",""
"","Trade Balance","2941011"
"Bangladesh","Total Exports","2807852"
"","Total Imports","2188"
"","Trade Balance","2805664"
"Türkiye","Total Exports","2431544"
"","Total Imports","504090"
"","Trade Balance","1927454"
"Sudan","Total Exports","750713"
"","Total Imports",""
"","Trade Balance","750713"
"Malaysia","Total Exports","892776"
"","Total Imports","211765"
"","Trade Balance","681011"
"Cuba","Total Exports","678069"
"","Total Imports",""
"","Trade Balance","678069"
"Australia","Total Exports","811050"
"","Total Imports","163981"
"","Trade Balance","647069"
"Sri Lanka","Total Exports","641902"
"","Total Imports",""
"","Trade Balance","641902"
"Mozambique","Total Exports","581126"
"","Total Imports",""
"","Trade Balance","581126"
"Greece","Total Exports","533060"
"","Total Imports",""
"","Trade Balance","533060"
"Gabon","Total Exports","436466"
"","Total Imports",""
"","Trade Balance","436466"
"Guinea","Total Exports","392207"
"","Total Imports",""
"","Trade Balance","392207"
"Ecuador","Total Exports","295757"
"","Total Imports",""
"","Trade Balance","295757"
"Pakistan","Total Exports","282591"
"","Total Imports",""
"","Trade Balance","282591"
"Peru","Total Exports","297380"
"","Total Imports","30287"
"","Trade Balance","267093"
"Bolivia","Total Exports","196002"
"","Total Imports",""
"","Trade Balance","196002"
"United Arab Emirates","Total Exports","252144"
"","Total Imports","58980"
"","Trade Balance","193164"
"Panama","Total Exports","191438"
"","Total Imports","1198"
"","Trade Balance","190240"
"Suriname","Total Exports","186108"
"","Total Imports",""
"","Trade Balance","186108"
"Trinidad and Tobago","Total Exports","157652"
"","Total Imports",""
"","Trade Balance","157652"
"Jordan","Total Exports","150000"
"","Total Imports",""
"","Trade Balance","150000"
"Jamaica","Total Exports","145046"
"","Total Imports",""
"","Trade Balance","145046"
"Argentina","Total Exports","172643"
"","Total Imports","33083"
"","Trade Balance","139560"
"New Zealand","Total Exports","131560"
"","Total Imports","1550"
"","Trade Balance","130010"
"Zimbabwe","Total Exports","128594"
"","Total Imports",""
"","Trade Balance","128594"
"Morocco","Total Exports","150689"
"","Total Imports","29413"
"","Trade Balance","121276"
"Denmark","Total Exports","125000"
"","Total Imports","20723"
"","Trade Balance","104277"
"Ghana","Total Exports","104911"
"","Total Imports","1010"
"","Trade Balance","103901"
"Cameroon","Total Exports","89132"
"","Total Imports",""
"","Trade Balance","89132"
"Singapore","Total Exports","122216"
"","Total Imports","59765"
"","Trade Balance","62451"
"Qatar","Total Exports","45548"
"","Total Imports",""
"","Trade Balance","45548"
"Lithuania","Total Exports","45512"
"","Total Imports",""
"","Trade Balance","45512"
"Côte-d'Ivoire","Total Exports","40577"
"","Total Imports",""
"","Trade Balance","40577"
"Bermuda","Total Exports","39566"
"","Total Imports",""
"","Trade Balance","39566"
"Colombia","Total Exports","35913"
"","Total Imports",""
"","Trade Balance","35913"
"Honduras","Total Exports","34259"
"","Total Imports",""
"","Trade Balance","34259"
"Kazakhstan","Total Exports","31572"
"","Total Imports",""
"","Trade Balance","31572"
"Comoros","Total Exports","31517"
"","Total Imports",""
"","Trade Balance","31517"
"Mali","Total Exports","29937"
"","Total Imports",""
"","Trade Balance","29937"
"Mongolia","Total Exports","29747"
"","Total Imports",""
"","Trade Balance","29747"
"Tunisia","Total Exports","27847"
"","Total Imports",""
"","Trade Balance","27847"
"Bahamas","Total Exports","27060"
"","Total Imports",""
"","Trade Balance","27060"
"Burkina Faso","Total Exports","25821"
"","Total Imports",""
"","Trade Balance","25821"
"Georgia","Total Exports","25790"
"","Total Imports",""
"","Trade Balance","25790"
"Barbados","Total Exports","26778"
"","Total Imports","1991"
"","Trade Balance","24787"
"Namibia","Total Exports","22561"
"","Total Imports",""
"","Trade Balance","22561"
"Iraq","Total Exports","18648"
"","Total Imports",""
"","Trade Balance","18648"
"Congo (formerly Brazzaville)","Total Exports","18526"
"","Total Imports",""
"","Trade Balance","18526"
"Ireland","Total Exports","20696"
"","Total Imports","4086"
"","Trade Balance","16610"
"Kenya","Total Exports","12908"
"","Total Imports",""
"","Trade Balance","12908"
"Iceland","Total Exports","12655"
"","Total Imports",""
"","Trade Balance","12655"
"Saint Pierre-Miquelon","Total Exports","12500"
"","Total Imports",""
"","Trade Balance","12500"
"Senegal","Total Exports","11505"
"","Total Imports",""
"","Trade Balance","11505"
"Greenland","Total Exports","11000"
"","Total Imports",""
"","Trade Balance","11000"
"Estonia","Total Exports","7685"
"","Total Imports",""
"","Trade Balance","7685"
"Belize","Total Exports","6000"
"","Total Imports",""
"","Trade Balance","6000"
"Latvia","Total Exports","5063"
"","Total Imports",""
"","Trade Balance","5063"
"Antigua and Barbuda","Total Exports","4946"
"","Total Imports",""
"","Trade Balance","4946"
"Paraguay","Total Exports","4650"
"","Total Imports",""
"","Trade Balance","4650"
"Guyana","Total Exports","4648"
"","Total Imports",""
"","Trade Balance","4648"
"Chad","Total Exports","3665"
"","Total Imports",""
"","Trade Balance","3665"
"Togo","Total Exports","2974"
"","Total Imports",""
"","Trade Balance","2974"
"Serbia","Total Exports","2700"
"","Total Imports",""
"","Trade Balance","2700"
"Algeria","Total Exports","891"
"","Total Imports",""
"","Trade Balance","891"
"Saint Kitts and Nevis","Total Exports","646"
"","Total Imports",""
"","Trade Balance","646"
"Oman (formerly Muscat and Oman)","Total Exports","390"
"","Total Imports",""
"","Trade Balance","390"
"Saudi Arabia","Total Exports","106"
"","Total Imports",""
"","Trade Balance","106"
"Liberia","Total Exports","104"
"","Total Imports",""
"","Trade Balance","104"
"Uruguay","Total Exports","38"
"","Total Imports",""
"","Trade Balance","38"
"Portugal","Total Exports",""
"","Total Imports","374"
"","Trade Balance","-374"
"New Caledonia","Total Exports",""
"","Total Imports","677"
"","Trade Balance","-677"
"Bulgaria","Total Exports",""
"","Total Imports","1534"
"","Trade Balance","-1534"
"Timor-Leste","Total Exports",""
"","Total Imports","2012"
"","Trade Balance","-2012"
"Uzbekistan","Total Exports",""
"","Total Imports","2751"
"","Trade Balance","-2751"
"U.S. Minor Outlying Islands","Total Exports",""
"","Total Imports","2937"
"","Trade Balance","-2937"
"Dominican Republic","Total Exports","891"
"","Total Imports","8999"
"","Trade Balance","-8108"
"Sierra Leone","Total Exports",""
"","Total Imports","10633"
"","Trade Balance","-10633"
"Luxembourg","Total Exports",""
"","Total Imports","33815"
"","Trade Balance","-33815"
"Taiwan","Total Exports","2500"
"","Total Imports","47729"
"","Trade Balance","-45229"
"Iran","Total Exports",""
"","Total Imports","49192"
"","Trade Balance","-49192"
"Israel","Total Exports","8893"
"","Total Imports","67904"
"","Trade Balance","-59011"
"Costa Rica","Total Exports","30354"
"","Total Imports","93188"
"","Trade Balance","-62834"
"Thailand","Total Exports","118568"
"","Total Imports","207778"
"","Trade Balance","-89210"
"Switzerland","Total Exports","6256"
"","Total Imports","98032"
"","Trade Balance","-91776"
"Russia","Total Exports","182862"
"","Total Imports","303948"
"","Trade Balance","-121086"
"Bosnia and Herzegovina","Total Exports",""
"","Total Imports","126439"
"","Trade Balance","-126439"
"Finland","Total Exports","3950"
"","Total Imports","175541"
"","Trade Balance","-171591"
"Ukraine","Total Exports","2243"
"","Total Imports","204415"
"","Trade Balance","-202172"
"Norway","Total Exports",""
"","Total Imports","222791"
"","Trade Balance","-222791"
"British Virgin Islands","Total Exports",""
"","Total Imports","333971"
"","Trade Balance","-333971"
"Netherlands","Total Exports","120445"
"","Total Imports","737137"
"","Trade Balance","-616692"
"Belgium","Total Exports","113953"
"","Total Imports","735585"
"","Trade Balance","-621632"
"Vietnam","Total Exports","6790"
"","Total Imports","678184"
"","Trade Balance","-671394"
"Philippines","Total Exports","23399"
"","Total Imports","700054"
"","Trade Balance","-676655"
"Bahrain","Total Exports","25216"
"","Total Imports","920746"
"","Trade Balance","-895530"
"South Africa","Total Exports","193025"
"","Total Imports","1187924"
"","Trade Balance","-994899"
"Hungary","Total Exports","2950"
"","Total Imports","1010035"
"","Trade Balance","-1007085"
"Slovenia","Total Exports",""
"","Total Imports","1273535"
"","Trade Balance","-1273535"
"Romania","Total Exports","39903"
"","Total Imports","1509844"
"","Trade Balance","-1469941"
"Czech Republic","Total Exports",""
"","Total Imports","1677165"
"","Trade Balance","-1677165"
"Hong Kong","Total Exports","29917"
"","Total Imports","1844263"
"","Trade Balance","-1814346"
"Austria","Total Exports","24548"
"","Total Imports","1860963"
"","Trade Balance","-1836415"
"Brazil","Total Exports","416334"
"","Total Imports","2929887"
"","Trade Balance","-2513553"
"Italy (incl. Vatican City State)","Total Exports","140322"
"","Total Imports","4336235"
"","Trade Balance","-4195913"
"Sweden","Total Exports","60097"
"","Total Imports","4272628"
"","Trade Balance","-4212531"
"India","Total Exports","1415883"
"","Total Imports","6192040"
"","Trade Balance","-4776157"
"Spain","Total Exports","32580"
"","Total Imports","5265247"
"","Trade Balance","-5232667"
"Poland","Total Exports","4816"
"","Total Imports","7079861"
"","Trade Balance","-7075045"
"Indonesia","Total Exports","5431119"
"","Total Imports","14901591"
"","Trade Balance","-9470472"
"United Kingdom","Total Exports","478901"
"","Total Imports","10387726"
"","Trade Balance","-9908825"
"Re-Imports (Canada)","Total Exports",""
"","Total Imports","12914873"
"","Trade Balance","-12914873"
"Japan","Total Exports","842021"
"","Total Imports","20203512"
"","Trade Balance","-19361491"
"France (incl. Monaco, French Antilles)","Total Exports","391254"
"","Total Imports","24484297"
"","Trade Balance","-24093043"
"Korea, South","Total Exports","84805"
"","Total Imports","25671236"
"","Trade Balance","-25586431"
"Germany","Total Exports","211637"
"","Total Imports","89789096"
"","Trade Balance","-89577459"
"China","Total Exports","956797"
"","Total Imports","233731410"
"","Trade Balance","-232774613"
"Mexico","Total Exports","11163223"
"","Total Imports","614971749"
"","Trade Balance","-603808526"
"United States","Total Exports","227210760"
"","Total Imports","1561190053"
"","Trade Balance","-1333979293"
"Sub-Total","Trade Balance","-2384408436"
"Total All Countries","Total Exports","271167210"
"","Total Imports","2655575646"
"","Trade Balance","-2384408436"

"Source: Trade Data Online (accessed: March 14, 2025)"



