"Title","Canadian trade balances"
"Products","Hs 71 - natural/cultured pearls, prec stones & metals, coin etc"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2012"
"Units","Value in  canadian dollars"

"","","2012"
"HS 71 - Natural/cultured pearls, prec stones & metals, coin etc"
"Ontario","Total Exports","19558580403"
"","Total Imports","13133528564"
"","Trade Balance","6425051839"
"Northwest Territories","Total Exports","1731938618"
"","Total Imports",""
"","Trade Balance","1731938618"
"British Columbia","Total Exports","398718358"
"","Total Imports","368018274"
"","Trade Balance","30700084"
"Saskatchewan","Total Exports","5729020"
"","Total Imports","344442"
"","Trade Balance","5384578"
"Nunavut","Total Exports","3688422"
"","Total Imports",""
"","Trade Balance","3688422"
"Yukon Territory","Total Exports","1109375"
"","Total Imports",""
"","Trade Balance","1109375"
"New Brunswick","Total Exports","1518340"
"","Total Imports","749674"
"","Trade Balance","768666"
"Prince Edward Island","Total Exports","160595"
"","Total Imports",""
"","Trade Balance","160595"
"Newfoundland and Labrador","Total Exports","65437"
"","Total Imports","4193"
"","Trade Balance","61244"
"Nova Scotia","Total Exports","1955774"
"","Total Imports","1905963"
"","Trade Balance","49811"
"Manitoba","Total Exports","48213487"
"","Total Imports","92737722"
"","Trade Balance","-44524235"
"Alberta","Total Exports","50380154"
"","Total Imports","203423875"
"","Trade Balance","-153043721"
"Quebec","Total Exports","1290357538"
"","Total Imports","1609568999"
"","Trade Balance","-319211461"

"Source: Trade Data Online (accessed: March 14, 2025)"



