"Title","Canadian trade balances"
"Products","Hs 86 - rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2008"
"Units","Value in  canadian dollars"

"","","2008"
"HS 86 - Rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Netherlands","Total Exports","111280903"
"","Total Imports","3859030"
"","Trade Balance","107421873"
"United Kingdom","Total Exports","84077647"
"","Total Imports","3445691"
"","Trade Balance","80631956"
"Australia","Total Exports","70514102"
"","Total Imports","1485405"
"","Trade Balance","69028697"
"Indonesia","Total Exports","26366935"
"","Total Imports","1084053"
"","Trade Balance","25282882"
"Algeria","Total Exports","20430909"
"","Total Imports",""
"","Trade Balance","20430909"
"Mexico","Total Exports","43624543"
"","Total Imports","28535520"
"","Trade Balance","15089023"
"Spain","Total Exports","7987428"
"","Total Imports","1814935"
"","Trade Balance","6172493"
"Congo (formerly Brazzaville)","Total Exports","5645188"
"","Total Imports",""
"","Trade Balance","5645188"
"Iran","Total Exports","3187176"
"","Total Imports","3145"
"","Trade Balance","3184031"
"Cuba","Total Exports","2867815"
"","Total Imports",""
"","Trade Balance","2867815"
"Malaysia","Total Exports","2913343"
"","Total Imports","83527"
"","Trade Balance","2829816"
"Cameroon","Total Exports","1914591"
"","Total Imports",""
"","Trade Balance","1914591"
"Finland","Total Exports","1686160"
"","Total Imports","9988"
"","Trade Balance","1676172"
"Tanzania","Total Exports","1658635"
"","Total Imports",""
"","Trade Balance","1658635"
"Chile","Total Exports","1487145"
"","Total Imports",""
"","Trade Balance","1487145"
"Tunisia","Total Exports","1453499"
"","Total Imports","101"
"","Trade Balance","1453398"
"Austria","Total Exports","2261241"
"","Total Imports","911587"
"","Trade Balance","1349654"
"Côte-d'Ivoire","Total Exports","1133434"
"","Total Imports",""
"","Trade Balance","1133434"
"Sudan","Total Exports","1126741"
"","Total Imports",""
"","Trade Balance","1126741"
"Sri Lanka","Total Exports","1060706"
"","Total Imports",""
"","Trade Balance","1060706"
"Senegal","Total Exports","747650"
"","Total Imports",""
"","Trade Balance","747650"
"Syria","Total Exports","742164"
"","Total Imports",""
"","Trade Balance","742164"
"Philippines","Total Exports","725191"
"","Total Imports","425"
"","Trade Balance","724766"
"Venezuela","Total Exports","566376"
"","Total Imports",""
"","Trade Balance","566376"
"Morocco","Total Exports","517860"
"","Total Imports",""
"","Trade Balance","517860"
"Bangladesh","Total Exports","434939"
"","Total Imports",""
"","Trade Balance","434939"
"Oman (formerly Muscat and Oman)","Total Exports","423973"
"","Total Imports",""
"","Trade Balance","423973"
"Gabon","Total Exports","416006"
"","Total Imports",""
"","Trade Balance","416006"
"Mali","Total Exports","412180"
"","Total Imports",""
"","Trade Balance","412180"
"Colombia","Total Exports","480097"
"","Total Imports","153799"
"","Trade Balance","326298"
"Bolivia","Total Exports","281900"
"","Total Imports",""
"","Trade Balance","281900"
"Slovenia","Total Exports","289888"
"","Total Imports","10039"
"","Trade Balance","279849"
"Zambia (Zambi)","Total Exports","204891"
"","Total Imports",""
"","Trade Balance","204891"
"Peru","Total Exports","200734"
"","Total Imports",""
"","Trade Balance","200734"
"Trinidad and Tobago","Total Exports","192050"
"","Total Imports",""
"","Trade Balance","192050"
"Jamaica","Total Exports","161347"
"","Total Imports",""
"","Trade Balance","161347"
"Kuwait","Total Exports","157824"
"","Total Imports",""
"","Trade Balance","157824"
"Portugal","Total Exports","146984"
"","Total Imports","111"
"","Trade Balance","146873"
"Singapore","Total Exports","154375"
"","Total Imports","12624"
"","Trade Balance","141751"
"Mauritania","Total Exports","137077"
"","Total Imports",""
"","Trade Balance","137077"
"Togo","Total Exports","127806"
"","Total Imports",""
"","Trade Balance","127806"
"Zimbabwe","Total Exports","117346"
"","Total Imports",""
"","Trade Balance","117346"
"Kazakhstan","Total Exports","110685"
"","Total Imports",""
"","Trade Balance","110685"
"Bosnia and Herzegovina","Total Exports","107490"
"","Total Imports",""
"","Trade Balance","107490"
"Romania","Total Exports","107410"
"","Total Imports",""
"","Trade Balance","107410"
"Equatorial Guinea","Total Exports","107183"
"","Total Imports",""
"","Trade Balance","107183"
"Haiti","Total Exports","103000"
"","Total Imports",""
"","Trade Balance","103000"
"Jordan","Total Exports","77276"
"","Total Imports",""
"","Trade Balance","77276"
"Honduras","Total Exports","59561"
"","Total Imports",""
"","Trade Balance","59561"
"Sierra Leone","Total Exports","49546"
"","Total Imports",""
"","Trade Balance","49546"
"Congo (formerly Zaire)","Total Exports","45798"
"","Total Imports",""
"","Trade Balance","45798"
"Libya","Total Exports","45664"
"","Total Imports",""
"","Trade Balance","45664"
"Egypt","Total Exports","42820"
"","Total Imports",""
"","Trade Balance","42820"
"Liberia","Total Exports","39223"
"","Total Imports",""
"","Trade Balance","39223"
"Angola","Total Exports","33192"
"","Total Imports",""
"","Trade Balance","33192"
"Namibia","Total Exports","27557"
"","Total Imports",""
"","Trade Balance","27557"
"Yemen","Total Exports","26400"
"","Total Imports",""
"","Trade Balance","26400"
"Poland","Total Exports","91320"
"","Total Imports","66765"
"","Trade Balance","24555"
"Mongolia","Total Exports","23560"
"","Total Imports",""
"","Trade Balance","23560"
"Guyana","Total Exports","23340"
"","Total Imports",""
"","Trade Balance","23340"
"Burkina Faso","Total Exports","21705"
"","Total Imports",""
"","Trade Balance","21705"
"Albania","Total Exports","20958"
"","Total Imports",""
"","Trade Balance","20958"
"Pakistan","Total Exports","19826"
"","Total Imports","294"
"","Trade Balance","19532"
"Niger","Total Exports","18375"
"","Total Imports","1189"
"","Trade Balance","17186"
"Panama","Total Exports","15644"
"","Total Imports",""
"","Trade Balance","15644"
"Madagascar","Total Exports","14769"
"","Total Imports",""
"","Trade Balance","14769"
"Eritrea","Total Exports","14152"
"","Total Imports",""
"","Trade Balance","14152"
"Saudi Arabia","Total Exports","13656"
"","Total Imports",""
"","Trade Balance","13656"
"Guinea","Total Exports","12775"
"","Total Imports",""
"","Trade Balance","12775"
"Ghana","Total Exports","12746"
"","Total Imports",""
"","Trade Balance","12746"
"Ecuador","Total Exports","11339"
"","Total Imports",""
"","Trade Balance","11339"
"Costa Rica","Total Exports","10527"
"","Total Imports",""
"","Trade Balance","10527"
"United Arab Emirates","Total Exports","7565"
"","Total Imports",""
"","Trade Balance","7565"
"Greenland","Total Exports","7000"
"","Total Imports",""
"","Trade Balance","7000"
"Barbados","Total Exports","6900"
"","Total Imports",""
"","Trade Balance","6900"
"Nicaragua","Total Exports","5890"
"","Total Imports",""
"","Trade Balance","5890"
"Iraq","Total Exports","5750"
"","Total Imports",""
"","Trade Balance","5750"
"British Virgin Islands","Total Exports","5748"
"","Total Imports",""
"","Trade Balance","5748"
"Qatar","Total Exports","5240"
"","Total Imports",""
"","Trade Balance","5240"
"Kenya","Total Exports","4888"
"","Total Imports",""
"","Trade Balance","4888"
"Saint Pierre-Miquelon","Total Exports","3900"
"","Total Imports",""
"","Trade Balance","3900"
"Kyrgyzstan","Total Exports","3633"
"","Total Imports",""
"","Trade Balance","3633"
"Papua New Guinea","Total Exports","3500"
"","Total Imports",""
"","Trade Balance","3500"
"Uruguay","Total Exports","2880"
"","Total Imports",""
"","Trade Balance","2880"
"New Zealand","Total Exports","4911"
"","Total Imports","3593"
"","Trade Balance","1318"
"Serbia","Total Exports","682"
"","Total Imports",""
"","Trade Balance","682"
"Bermuda","Total Exports","4900"
"","Total Imports","4399"
"","Trade Balance","501"
"Turks and Caicos Islands","Total Exports","399"
"","Total Imports",""
"","Trade Balance","399"
"Lebanon","Total Exports","200"
"","Total Imports",""
"","Trade Balance","200"
"Macau (Macao)","Total Exports","200"
"","Total Imports",""
"","Trade Balance","200"
"Afghanistan","Total Exports",""
