"Title","Canadian trade balances"
"Products","Hs 71 - natural/cultured pearls, prec stones & metals, coin etc"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2002"
"Units","Value in  canadian dollars"

"","","2002"
"HS 71 - Natural/cultured pearls, prec stones & metals, coin etc"
"United States","Total Exports","3575593636"
"","Total Imports","1245828260"
"","Trade Balance","2329765376"
"Belgium","Total Exports","682273421"
"","Total Imports","107363775"
"","Trade Balance","574909646"
"United Kingdom","Total Exports","415346025"
"","Total Imports","56929040"
"","Trade Balance","358416985"
"United Arab Emirates","Total Exports","15926290"
"","Total Imports","2509997"
"","Trade Balance","13416293"
"Guam","Total Exports","140378"
"","Total Imports",""
"","Trade Balance","140378"
"Georgia","Total Exports","80795"
"","Total Imports","3273"
"","Trade Balance","77522"
"Jordan","Total Exports","73898"
"","Total Imports","2416"
"","Trade Balance","71482"
"Estonia","Total Exports","30749"
"","Total Imports",""
"","Trade Balance","30749"
"Saint Lucia","Total Exports","30281"
"","Total Imports",""
"","Trade Balance","30281"
"Cuba","Total Exports","90543"
"","Total Imports","60892"
"","Trade Balance","29651"
"Bahrain","Total Exports","21140"
"","Total Imports","684"
"","Trade Balance","20456"
"Latvia","Total Exports","17908"
"","Total Imports",""
"","Trade Balance","17908"
"Saint Kitts and Nevis","Total Exports","14675"
"","Total Imports",""
"","Trade Balance","14675"
"Saudi Arabia","Total Exports","31738"
"","Total Imports","19833"
"","Trade Balance","11905"
"Norfolk Island","Total Exports","10000"
"","Total Imports",""
"","Trade Balance","10000"
"Qatar","Total Exports","5902"
"","Total Imports","110"
"","Trade Balance","5792"
"Antigua and Barbuda","Total Exports","4447"
"","Total Imports",""
"","Trade Balance","4447"
"Kyrgyzstan","Total Exports","3543"
"","Total Imports",""
"","Trade Balance","3543"
"Sudan","Total Exports","2486"
"","Total Imports",""
"","Trade Balance","2486"
"Mali","Total Exports","264"
"","Total Imports","6"
"","Trade Balance","258"
"Ethiopia","Total Exports",""
"","Total Imports","19"
"","Trade Balance","-19"
"Gabon","Total Exports",""
"","Total Imports","33"
"","Trade Balance","-33"
"Macau (Macao)","Total Exports",""
"","Total Imports","134"
"","Trade Balance","-134"
"Haiti","Total Exports",""
"","Total Imports","134"
"","Trade Balance","-134"
