"Title","Canadian trade balances"
"Products","Hs 71 - natural/cultured pearls, prec stones & metals, coin etc"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2005"
"Units","Value in  canadian dollars"

"","","2005"
"HS 71 - Natural/cultured pearls, prec stones & metals, coin etc"
"Northwest Territories","Total Exports","1683028784"
"","Total Imports",""
"","Trade Balance","1683028784"
"Ontario","Total Exports","5019263769"
"","Total Imports","3477356583"
"","Trade Balance","1541907186"
"Prince Edward Island","Total Exports","4820652"
"","Total Imports","1689"
"","Trade Balance","4818963"
"Yukon Territory","Total Exports","912818"
"","Total Imports",""
"","Trade Balance","912818"
"Saskatchewan","Total Exports","1487032"
"","Total Imports","1314224"
"","Trade Balance","172808"
"Nunavut","Total Exports","15604"
"","Total Imports",""
"","Trade Balance","15604"
"Nova Scotia","Total Exports","412859"
"","Total Imports","401486"
"","Trade Balance","11373"
"Newfoundland and Labrador","Total Exports","14735"
"","Total Imports","9749"
"","Trade Balance","4986"
"New Brunswick","Total Exports","17793"
"","Total Imports","438159"
"","Trade Balance","-420366"
"Alberta","Total Exports","31336078"
"","Total Imports","65260221"
"","Trade Balance","-33924143"
"Manitoba","Total Exports","7362643"
"","Total Imports","50187146"
"","Trade Balance","-42824503"
"British Columbia","Total Exports","91217611"
"","Total Imports","155268995"
"","Trade Balance","-64051384"
"Quebec","Total Exports","539051679"
"","Total Imports","723137536"
"","Trade Balance","-184085857"

"Source: Trade Data Online (accessed: March 14, 2025)"



