"Title","Canadian trade balances"
"Products","Hs 86 - rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2011"
"Units","Value in  canadian dollars"

"","","2011"
"HS 86 - Rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Indonesia","Total Exports","22350935"
"","Total Imports","71633"
"","Trade Balance","22279302"
"Netherlands","Total Exports","17910962"
"","Total Imports","2549078"
"","Trade Balance","15361884"
"Iran","Total Exports","5260534"
"","Total Imports","84704"
"","Trade Balance","5175830"
"Türkiye","Total Exports","2318518"
"","Total Imports","16933"
"","Trade Balance","2301585"
"Malaysia","Total Exports","2445411"
"","Total Imports","178680"
"","Trade Balance","2266731"
"Bangladesh","Total Exports","1205555"
"","Total Imports",""
"","Trade Balance","1205555"
"Sri Lanka","Total Exports","1056462"
"","Total Imports",""
"","Trade Balance","1056462"
"Ghana","Total Exports","1031854"
"","Total Imports",""
"","Trade Balance","1031854"
"Cuba","Total Exports","1012494"
"","Total Imports",""
"","Trade Balance","1012494"
"Zambia (Zambi)","Total Exports","876401"
"","Total Imports",""
"","Trade Balance","876401"
"Chile","Total Exports","620940"
"","Total Imports",""
"","Trade Balance","620940"
"Congo (formerly Brazzaville)","Total Exports","605824"
"","Total Imports",""
"","Trade Balance","605824"
"Croatia","Total Exports","536505"
"","Total Imports",""
"","Trade Balance","536505"
"Tunisia","Total Exports","532719"
"","Total Imports",""
"","Trade Balance","532719"
"Egypt","Total Exports","529728"
"","Total Imports",""
"","Trade Balance","529728"
"Colombia","Total Exports","502677"
"","Total Imports",""
"","Trade Balance","502677"
"Saudi Arabia","Total Exports","519111"
"","Total Imports","16927"
"","Trade Balance","502184"
"Ecuador","Total Exports","454088"
"","Total Imports",""
"","Trade Balance","454088"
"Cameroon","Total Exports","341574"
"","Total Imports",""
"","Trade Balance","341574"
"Pakistan","Total Exports","349677"
"","Total Imports","10155"
"","Trade Balance","339522"
"Estonia","Total Exports","308479"
"","Total Imports","34823"
"","Trade Balance","273656"
"Gabon","Total Exports","259653"
"","Total Imports",""
"","Trade Balance","259653"
"Bosnia and Herzegovina","Total Exports","255384"
"","Total Imports",""
"","Trade Balance","255384"
"Kazakhstan","Total Exports","235253"
"","Total Imports",""
"","Trade Balance","235253"
"Burkina Faso","Total Exports","213403"
"","Total Imports",""
"","Trade Balance","213403"
"Slovenia","Total Exports","234927"
"","Total Imports","24569"
"","Trade Balance","210358"
"Jamaica","Total Exports","208549"
"","Total Imports",""
"","Trade Balance","208549"
"Mali","Total Exports","200783"
"","Total Imports",""
