"Title","Canadian trade balances"
"Products","Hs 86 - rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2015"
"Units","Value in  canadian dollars"

"","","2015"
"HS 86 - Rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Brazil","Total Exports","16982907"
"","Total Imports","298702"
"","Trade Balance","16684205"
"Egypt","Total Exports","13192666"
"","Total Imports",""
"","Trade Balance","13192666"
"Saudi Arabia","Total Exports","9444996"
"","Total Imports","69"
"","Trade Balance","9444927"
"Malaysia","Total Exports","8816221"
"","Total Imports","11405"
"","Trade Balance","8804816"
"Türkiye","Total Exports","6659288"
"","Total Imports","488977"
"","Trade Balance","6170311"
"Chile","Total Exports","3220489"
"","Total Imports",""
"","Trade Balance","3220489"
"Pakistan","Total Exports","2146748"
"","Total Imports","1795"
"","Trade Balance","2144953"
"Bangladesh","Total Exports","1901577"
"","Total Imports",""
"","Trade Balance","1901577"
"Tunisia","Total Exports","1772009"
"","Total Imports",""
"","Trade Balance","1772009"
"Cuba","Total Exports","1415711"
"","Total Imports",""
"","Trade Balance","1415711"
"Gabon","Total Exports","1250242"
"","Total Imports",""
"","Trade Balance","1250242"
"Mozambique","Total Exports","1055710"
"","Total Imports",""
"","Trade Balance","1055710"
"Sri Lanka","Total Exports","907533"
"","Total Imports",""
"","Trade Balance","907533"
"Ecuador","Total Exports","746885"
"","Total Imports","3088"
"","Trade Balance","743797"
"Malawi","Total Exports","709738"
"","Total Imports",""
"","Trade Balance","709738"
"Colombia","Total Exports","637723"
"","Total Imports","2085"
"","Trade Balance","635638"
"Russia","Total Exports","521676"
"","Total Imports",""
"","Trade Balance","521676"
"Kenya","Total Exports","487271"
"","Total Imports",""
"","Trade Balance","487271"
"Norway","Total Exports","469561"
"","Total Imports","60337"
"","Trade Balance","409224"
"Peru","Total Exports","315049"
"","Total Imports",""
"","Trade Balance","315049"
"Jordan","Total Exports","308450"
"","Total Imports",""
"","Trade Balance","308450"
"Côte-d'Ivoire","Total Exports","283813"
"","Total Imports",""
"","Trade Balance","283813"
"Qatar","Total Exports","231535"
"","Total Imports",""
"","Trade Balance","231535"
"Bolivia","Total Exports","201595"
"","Total Imports",""
"","Trade Balance","201595"
"Namibia","Total Exports","194628"
"","Total Imports",""
"","Trade Balance","194628"
"Congo (formerly Brazzaville)","Total Exports","191109"
"","Total Imports",""
"","Trade Balance","191109"
"Bulgaria","Total Exports","175082"
"","Total Imports","706"
"","Trade Balance","174376"
"Suriname","Total Exports","156263"
"","Total Imports","3176"
"","Trade Balance","153087"
"Cape Verde","Total Exports","129193"
"","Total Imports",""
"","Trade Balance","129193"
"Jamaica","Total Exports","107636"
"","Total Imports",""
"","Trade Balance","107636"
"Trinidad and Tobago","Total Exports","102186"
"","Total Imports",""
"","Trade Balance","102186"
"Nigeria","Total Exports","94643"
"","Total Imports",""
"","Trade Balance","94643"
"Estonia","Total Exports","84556"
"","Total Imports","3818"
"","Trade Balance","80738"
"Cameroon","Total Exports","81371"
"","Total Imports","2048"
"","Trade Balance","79323"
"Panama","Total Exports","79320"
"","Total Imports",""
"","Trade Balance","79320"
"Thailand","Total Exports","496087"
"","Total Imports","425554"
"","Trade Balance","70533"
"Uruguay","Total Exports","66699"
"","Total Imports",""
"","Trade Balance","66699"
"Zambia (Zambi)","Total Exports","58517"
"","Total Imports",""
"","Trade Balance","58517"
"Angola","Total Exports","58500"
"","Total Imports",""
"","Trade Balance","58500"
"Uzbekistan","Total Exports","58445"
"","Total Imports",""
"","Trade Balance","58445"
"Tajikistan","Total Exports","54729"
"","Total Imports",""
"","Trade Balance","54729"
"Senegal","Total Exports","48333"
"","Total Imports",""
"","Trade Balance","48333"
"Burkina Faso","Total Exports","43409"
"","Total Imports",""
"","Trade Balance","43409"
"Portugal","Total Exports","40721"
"","Total Imports","13"
"","Trade Balance","40708"
"Mali","Total Exports","37611"
"","Total Imports",""
"","Trade Balance","37611"
"Kazakhstan","Total Exports","32742"
"","Total Imports",""
"","Trade Balance","32742"
"Haiti","Total Exports","25966"
"","Total Imports",""
"","Trade Balance","25966"
"Tanzania","Total Exports","20660"
"","Total Imports",""
"","Trade Balance","20660"
"Oman (formerly Muscat and Oman)","Total Exports","17092"
"","Total Imports",""
"","Trade Balance","17092"
"Congo (formerly Zaire)","Total Exports","16114"
"","Total Imports",""
"","Trade Balance","16114"
"Nicaragua","Total Exports","13894"
"","Total Imports",""
"","Trade Balance","13894"
"Venezuela","Total Exports","12736"
"","Total Imports",""
"","Trade Balance","12736"
"Albania","Total Exports","12576"
"","Total Imports",""
"","Trade Balance","12576"
"Morocco","Total Exports","8655"
"","Total Imports",""
"","Trade Balance","8655"
"Philippines","Total Exports","8497"
"","Total Imports",""
"","Trade Balance","8497"
"Honduras","Total Exports","6459"
"","Total Imports",""
"","Trade Balance","6459"
"Sint Maarten","Total Exports","6117"
"","Total Imports",""
"","Trade Balance","6117"
"Paraguay","Total Exports","4500"
"","Total Imports",""
"","Trade Balance","4500"
"New Zealand","Total Exports","3478"
"","Total Imports",""
"","Trade Balance","3478"
"Botswana","Total Exports","3320"
"","Total Imports",""
"","Trade Balance","3320"
"Turks and Caicos Islands","Total Exports","2916"
"","Total Imports",""
"","Trade Balance","2916"
"Latvia","Total Exports","1578"
"","Total Imports",""
"","Trade Balance","1578"
"Azerbaijan","Total Exports","1057"
"","Total Imports",""
"","Trade Balance","1057"
"U.S. Minor Outlying Islands","Total Exports","1000"
"","Total Imports",""
"","Trade Balance","1000"
"Lebanon","Total Exports","500"
"","Total Imports",""
"","Trade Balance","500"
"Ghana","Total Exports","300"
"","Total Imports",""
"","Trade Balance","300"
"Kuwait","Total Exports","196"
"","Total Imports",""
"","Trade Balance","196"
"Costa Rica","Total Exports","57"
"","Total Imports","65"
"","Trade Balance","-8"
"Slovakia","Total Exports",""
"","Total Imports","37"
"","Trade Balance","-37"
"Australia","Total Exports","138568"
"","Total Imports","138878"
"","Trade Balance","-310"
"Belize","Total Exports",""
"","Total Imports","786"
"","Trade Balance","-786"
"Greece","Total Exports",""
"","Total Imports","1022"
"","Trade Balance","-1022"
"Bahrain","Total Exports",""
"","Total Imports","2902"
"","Trade Balance","-2902"
"Israel","Total Exports","5730"
"","Total Imports","9210"
"","Trade Balance","-3480"
"Cyprus","Total Exports",""
"","Total Imports","3846"
"","Trade Balance","-3846"
"Dominican Republic","Total Exports",""
"","Total Imports","13894"
"","Trade Balance","-13894"
"Lithuania","Total Exports",""
