year,hs2,cou,exports,imports,tradebalance
2001,17,Manitoba,1421574.0,30588052.0,-29166478.0
2001,17,New Brunswick,11199732.0,4971335.0,6228397.0
2001,17,Newfoundland and Labrador,,7073.0,-7073.0
2001,17,Nova Scotia,124417.0,431279.0,-306862.0
2001,17,Ontario,474013149.0,479675604.0,-5662455.0
2001,17,Prince Edward Island,924737.0,362.0,924375.0
2001,17,Quebec,187286590.0,245731103.0,-58444513.0
2001,17,Saskatchewan,,3426618.0,-3426618.0
2001,17,Total All Countries,685819593.0,863093206.0,-177273613.0
2001,18,Alberta,1341866.0,7213652.0,-5871786.0
2001,18,British Columbia,16131284.0,33404243.0,-17272959.0
2001,18,Manitoba,726859.0,9217147.0,-8490288.0
2001,18,New Brunswick,484894.0,6380542.0,-5895648.0
2001,18,Newfoundland and Labrador,,398544.0,-398544.0
2001,18,Nova Scotia,33616127.0,255037.0,33361090.0
2001,18,Ontario,378885199.0,487298620.0,-108413421.0
2001,18,Prince Edward Island,7172.0,3107.0,4065.0
2001,18,Quebec,315781068.0,190093808.0,125687260.0
2001,18,Saskatchewan,319.0,1458781.0,-1458462.0
2001,18,Total All Countries,746974788.0,735723481.0,11251307.0
2001,19,Alberta,65522353.0,66053726.0,-531373.0
2001,19,British Columbia,107634082.0,194721670.0,-87087588.0
2001,19,Manitoba,11018200.0,64188149.0,-53169949.0
2001,19,New Brunswick,34447462.0,11812692.0,22634770.0
2001,19,Newfoundland and Labrador,278549.0,347250.0,-68701.0
2001,19,Nova Scotia,26626457.0,1973180.0,24653277.0
2001,19,Ontario,1154875706.0,1006675653.0,148200053.0
2001,19,Prince Edward Island,24567.0,4592.0,19975.0
2001,19,Quebec,146506628.0,103800858.0,42705770.0
2001,19,Saskatchewan,3408102.0,43373340.0,-39965238.0
2001,19,Total All Countries,1550342106.0,1492951110.0,57390996.0
2001,20,Alberta,167997398.0,40557248.0,127440150.0
2001,20,British Columbia,55843603.0,248587833.0,-192744230.0
2001,20,Manitoba,142375442.0,23206597.0,119168845.0
2001,20,New Brunswick,153414663.0,37492567.0,115922096.0
2001,20,Newfoundland and Labrador,,1185.0,-1185.0
2001,20,Northwest Territories,1596.0,,1596.0
2001,20,Nova Scotia,4126323.0,6835175.0,-2708852.0
2001,20,Ontario,234190555.0,700826938.0,-466636383.0
2001,20,Prince Edward Island,241464853.0,,241464853.0
2001,20,Quebec,97819659.0,200227637.0,-102407978.0
2001,20,Saskatchewan,580309.0,5515769.0,-4935460.0
2001,20,Total All Countries,1097814401.0,1263250949.0,-165436548.0
2001,21,Alberta,11948944.0,49206758.0,-37257814.0
2001,21,British Columbia,78674727.0,158468269.0,-79793542.0
2001,21,Manitoba,1043587.0,40657971.0,-39614384.0
2001,21,New Brunswick,1782347.0,3060115.0,-1277768.0
2001,21,Newfoundland and Labrador,94564.0,108471.0,-13907.0
2001,21,Nova Scotia,5299721.0,1415529.0,3884192.0
2001,21,Ontario,646988732.0,705252151.0,-58263419.0
2001,21,Prince Edward Island,,212.0,-212.0
2001,21,Quebec,229602725.0,65051640.0,164551085.0
2001,21,Saskatchewan,4087070.0,16163211.0,-12076141.0
2001,21,Total All Countries,979522417.0,1039384327.0,-59861910.0
2001,22,Alberta,74328191.0,240107417.0,-165779226.0
2001,22,British Columbia,84941224.0,218567042.0,-133625818.0
2001,22,Manitoba,3963616.0,36983361.0,-33019745.0
2001,22,New Brunswick,39913705.0,20917744.0,18995961.0
2001,22,Newfoundland and Labrador,285720.0,11017831.0,-10732111.0
2001,22,Nova Scotia,551399.0,22661767.0,-22110368.0
2001,22,Ontario,1072193817.0,910349563.0,161844254.0
2001,22,Prince Edward Island,56793.0,1880579.0,-1823786.0
2001,22,Quebec,252528819.0,539751226.0,-287222407.0
2001,22,Saskatchewan,13713229.0,22180773.0,-8467544.0
2001,22,Total All Countries,1542480416.0,2024417303.0,-481936887.0
2001,22,Yukon Territory,3903.0,,3903.0
2001,23,Alberta,140454708.0,81573721.0,58880987.0
2001,23,British Columbia,107550994.0,150196196.0,-42645202.0
2001,23,Manitoba,36989443.0,120639187.0,-83649744.0
2001,23,New Brunswick,24773968.0,19356468.0,5417500.0
2001,23,Newfoundland and Labrador,22039.0,97366.0,-75327.0
2001,23,Nova Scotia,1928072.0,1731058.0,197014.0
2001,23,Ontario,358062464.0,540050398.0,-181987934.0
2001,23,Prince Edward Island,40693.0,,40693.0
2001,23,Quebec,75530084.0,77921525.0,-2391441.0
2001,23,Saskatchewan,45922756.0,59216485.0,-13293729.0
2001,23,Total All Countries,791275221.0,1050782404.0,-259507183.0
2001,24,Alberta,,12261970.0,-12261970.0
2001,24,British Columbia,3055138.0,1652117.0,1403021.0
2001,24,Manitoba,8196.0,196517.0,-188321.0
2001,24,New Brunswick,,12818.0,-12818.0
2001,24,Newfoundland and Labrador,,107691.0,-107691.0
2001,24,Nova Scotia,5384.0,194973.0,-189589.0
2001,24,Ontario,128031874.0,47431234.0,80600640.0
2001,24,Prince Edward Island,601630.0,217336.0,384294.0
2001,24,Quebec,48846339.0,25950692.0,22895647.0
2001,24,Saskatchewan,,21149.0,-21149.0
2001,24,Total All Countries,180548561.0,88046497.0,92502064.0
2001,25,Alberta,193317406.0,75528412.0,117788994.0
2001,25,British Columbia,167253711.0,93732223.0,73521488.0
2001,25,Manitoba,5119117.0,11388934.0,-6269817.0
2001,25,New Brunswick,13814451.0,12098738.0,1715713.0
2001,25,Newfoundland and Labrador,9208368.0,4263982.0,4944386.0
2001,25,Northwest Territories,,5.0,-5.0
2001,25,Nova Scotia,104852027.0,15897776.0,88954251.0
2001,25,Ontario,576933736.0,316579749.0,260353987.0
2001,25,Prince Edward Island,159538.0,,159538.0
2001,25,Quebec,282143281.0,202360196.0,79783085.0
2001,25,Saskatchewan,1797799.0,24042594.0,-22244795.0
2001,25,Total All Countries,1356674312.0,755892750.0,600781562.0
2001,25,Yukon Territory,2074878.0,141.0,2074737.0
2001,26,Alberta,1766574.0,5041331.0,-3274757.0
2001,26,British Columbia,558097887.0,181599963.0,376497924.0
2001,26,Manitoba,15877746.0,6131019.0,9746727.0
2001,26,New Brunswick,147055252.0,56113372.0,90941880.0
2001,26,Newfoundland and Labrador,491231721.0,,491231721.0
2001,26,Nova Scotia,25966.0,304495834.0,-304469868.0
2001,26,Nunavut,219426048.0,,219426048.0
2001,26,Ontario,306637685.0,450167563.0,-143529878.0
2001,26,Quebec,668416324.0,781917611.0,-113501287.0
2001,26,Saskatchewan,1741263.0,719730.0,1021533.0
2001,26,Total All Countries,2410276466.0,1786186423.0,624090043.0
2001,27,Alberta,36917037274.0,332223097.0,36584814177.0
2001,27,British Columbia,6368731015.0,2079644066.0,4289086949.0
2001,27,Manitoba,1336482666.0,83632071.0,1252850595.0
2001,27,New Brunswick,3580132940.0,2935084944.0,645047996.0
2001,27,Newfoundland and Labrador,1464203532.0,1313634313.0,150569219.0
2001,27,Northwest Territories,13525.0,,13525.0
2001,27,Nova Scotia,1320749710.0,1214585339.0,106164371.0
2001,27,Ontario,2443685479.0,2034925651.0,408759828.0
2001,27,Prince Edward Island,3597225.0,10950.0,3586275.0
2001,27,Quebec,1610319599.0,9122034473.0,-7511714874.0
2001,27,Saskatchewan,2748284339.0,83502785.0,2664781554.0
2001,27,Total All Countries,57793507538.0,19213675484.0,38579832054.0
2001,27,Yukon Territory,270234.0,14397795.0,-14127561.0
2001,28,Alberta,270465090.0,82945774.0,187519316.0
2001,28,British Columbia,177061499.0,288987892.0,-111926393.0
2001,28,Manitoba,90583032.0,34984544.0,55598488.0
2001,28,New Brunswick,41346546.0,66338311.0,-24991765.0
2001,28,Newfoundland and Labrador,152034.0,157921.0,-5887.0
2001,28,Nova Scotia,606291.0,86628373.0,-86022082.0
2001,28,Ontario,1137980047.0,1085327225.0,52652822.0
2001,28,Prince Edward Island,146579.0,8015.0,138564.0
2001,28,Quebec,697882368.0,1320743561.0,-622861193.0
2001,28,Saskatchewan,325370963.0,27387192.0,297983771.0
2001,28,Total All Countries,2741594449.0,2993508808.0,-251914359.0
2001,29,Alberta,1690348628.0,419039501.0,1271309127.0
2001,29,British Columbia,370271137.0,112601751.0,257669386.0
2001,29,Manitoba,38464467.0,143544001.0,-105079534.0
2001,29,New Brunswick,515496.0,266578571.0,-266063075.0
2001,29,Newfoundland and Labrador,145063.0,90012872.0,-89867809.0
2001,29,Northwest Territories,18262.0,,18262.0
2001,29,Nova Scotia,6889799.0,13282676.0,-6392877.0
2001,29,Ontario,1415791320.0,3181225222.0,-1765433902.0
2001,29,Prince Edward Island,6627049.0,8050.0,6618999.0
2001,29,Quebec,169335181.0,1421515741.0,-1252180560.0
2001,29,Saskatchewan,3383420.0,52626085.0,-49242665.0
2001,29,Total All Countries,3701789822.0,5700434470.0,-1998644648.0
2001,30,Alberta,11226654.0,57461742.0,-46235088.0
2001,30,British Columbia,7283856.0,74331492.0,-67047636.0
2001,30,Manitoba,146397805.0,71892747.0,74505058.0
2001,30,New Brunswick,7554.0,353158.0,-345604.0
2001,30,Newfoundland and Labrador,32195.0,29728.0,2467.0
2001,30,Nova Scotia,7315117.0,1029071.0,6286046.0
2001,30,Ontario,1298675077.0,4546724308.0,-3248049231.0
2001,30,Prince Edward Island,619995.0,288.0,619707.0
2001,30,Quebec,707450153.0,1368894956.0,-661444803.0
2001,30,Saskatchewan,7069178.0,11101788.0,-4032610.0
2001,30,Total All Countries,2186077584.0,6131819278.0,-3945741694.0
2001,31,Alberta,306868517.0,59876020.0,246992497.0
2001,31,British Columbia,23446042.0,51784053.0,-28338011.0
2001,31,Manitoba,81789405.0,82468596.0,-679191.0
2001,31,New Brunswick,92605880.0,12267904.0,80337976.0
2001,31,Newfoundland and Labrador,405629.0,352.0,405277.0
2001,31,Nova Scotia,4130504.0,1436181.0,2694323.0
2001,31,Ontario,117216627.0,112507501.0,4709126.0
2001,31,Prince Edward Island,765578.0,10189601.0,-9424023.0
2001,31,Quebec,33456475.0,161593655.0,-128137180.0
2001,31,Saskatchewan,2243374635.0,22256443.0,2221118192.0
2001,31,Total All Countries,2904059292.0,514380306.0,2389678986.0
2001,32,Alberta,2603006.0,52092941.0,-49489935.0
2001,32,British Columbia,32275685.0,106820095.0,-74544410.0
2001,32,Manitoba,6093974.0,43026789.0,-36932815.0
2001,32,New Brunswick,205902.0,19058638.0,-18852736.0
2001,32,Newfoundland and Labrador,3188.0,128385.0,-125197.0
2001,32,Nova Scotia,154341.0,2658282.0,-2503941.0
2001,32,Ontario,626039033.0,1570148140.0,-944109107.0
2001,32,Prince Edward Island,,45973.0,-45973.0
2001,32,Quebec,251548741.0,234191115.0,17357626.0
2001,32,Saskatchewan,204672.0,12590971.0,-12386299.0
2001,32,Total All Countries,919128542.0,2040762293.0,-1121633751.0
2001,32,Yukon Territory,,964.0,-964.0
2001,33,Alberta,5957134.0,32513959.0,-26556825.0
2001,33,British Columbia,26158917.0,76447931.0,-50289014.0
2001,33,Manitoba,343314.0,45932072.0,-45588758.0
2001,33,New Brunswick,729269.0,3544684.0,-2815415.0
2001,33,Newfoundland and Labrador,,34509.0,-34509.0
2001,33,Nova Scotia,248266.0,371360.0,-123094.0
2001,33,Ontario,786315716.0,1461957023.0,-675641307.0
2001,33,Prince Edward Island,559859.0,48607.0,511252.0
2001,33,Quebec,205478901.0,341457890.0,-135978989.0
2001,33,Saskatchewan,1049117.0,4801217.0,-3752100.0
2001,33,Total All Countries,1026840493.0,1967109252.0,-940268759.0
2001,34,Alberta,3843171.0,50006806.0,-46163635.0
2001,34,British Columbia,20219645.0,53141836.0,-32922191.0
2001,34,Manitoba,2274827.0,51142637.0,-48867810.0
2001,34,New Brunswick,455191.0,4797456.0,-4342265.0
2001,34,Newfoundland and Labrador,62.0,408299.0,-408237.0
2001,34,Northwest Territories,,1253.0,-1253.0
2001,34,Nova Scotia,2550503.0,541351.0,2009152.0
2001,34,Ontario,524538340.0,1111623664.0,-587085324.0
2001,34,Prince Edward Island,75142.0,3291.0,71851.0
2001,34,Quebec,69694671.0,88277325.0,-18582654.0
2001,34,Saskatchewan,1504447.0,29936645.0,-28432198.0
2001,34,Total All Countries,625155999.0,1389880674.0,-764724675.0
2001,34,Yukon Territory,,111.0,-111.0
2001,35,Alberta,1434452.0,8990352.0,-7555900.0
2001,35,British Columbia,10781711.0,28233523.0,-17451812.0
2001,35,Manitoba,13169811.0,20171200.0,-7001389.0
2001,35,New Brunswick,65645.0,5781595.0,-5715950.0
2001,35,Newfoundland and Labrador,,172551.0,-172551.0
2001,35,Nova Scotia,3982498.0,344458.0,3638040.0
2001,35,Ontario,135303099.0,487345446.0,-352042347.0
2001,35,Prince Edward Island,923719.0,5318.0,918401.0
2001,35,Quebec,38366444.0,111401813.0,-73035369.0
2001,35,Saskatchewan,84755.0,7312817.0,-7228062.0
2001,35,Total All Countries,204112134.0,669761959.0,-465649825.0
2001,35,Yukon Territory,,2886.0,-2886.0
2001,36,Alberta,2327347.0,26284654.0,-23957307.0
2001,36,British Columbia,1928988.0,13959763.0,-12030775.0
2001,36,Manitoba,7826.0,7794160.0,-7786334.0
2001,36,New Brunswick,,3689819.0,-3689819.0
2001,36,Newfoundland and Labrador,,148690.0,-148690.0
2001,36,Nova Scotia,24956.0,3823267.0,-3798311.0
2001,36,Ontario,20554216.0,41280822.0,-20726606.0
2001,36,Quebec,91611185.0,29376498.0,62234687.0
2001,36,Saskatchewan,,14878004.0,-14878004.0
2001,36,Total All Countries,116461995.0,141235677.0,-24773682.0
2001,36,Yukon Territory,7477.0,,7477.0
2001,37,Alberta,1346517.0,3409468.0,-2062951.0
2001,37,British Columbia,2921877.0,43977770.0,-41055893.0
2001,37,Manitoba,367314.0,5329708.0,-4962394.0
2001,37,New Brunswick,,135465.0,-135465.0
2001,37,Newfoundland and Labrador,,9405.0,-9405.0
2001,37,Nova Scotia,33437.0,83952.0,-50515.0
2001,37,Ontario,506199960.0,868149430.0,-361949470.0
2001,37,Quebec,8954775.0,36475028.0,-27520253.0
2001,37,Saskatchewan,,1733494.0,-1733494.0
2001,37,Total All Countries,519901755.0,959303720.0,-439401965.0
2001,37,Yukon Territory,77875.0,,77875.0
2001,38,Alberta,60492040.0,256107661.0,-195615621.0
2001,38,British Columbia,52332598.0,156459198.0,-104126600.0
2001,38,Manitoba,32017979.0,293787806.0,-261769827.0
2001,38,New Brunswick,836593.0,47035586.0,-46198993.0
2001,38,Newfoundland and Labrador,217633.0,1395480.0,-1177847.0
2001,38,Nova Scotia,3820438.0,8154584.0,-4334146.0
2001,38,Ontario,829687035.0,2031276838.0,-1201589803.0
2001,38,Prince Edward Island,6015227.0,38140.0,5977087.0
2001,38,Quebec,248722074.0,299706364.0,-50984290.0
2001,38,Saskatchewan,95834260.0,370763273.0,-274929013.0
2001,38,Total All Countries,1329975877.0,3464775774.0,-2134799897.0
2001,38,Yukon Territory,,50844.0,-50844.0
2001,39,Alberta,1470570441.0,403436103.0,1067134338.0
2001,39,British Columbia,436773531.0,752162049.0,-315388518.0
2001,39,Manitoba,255425001.0,421734364.0,-166309363.0
2001,39,New Brunswick,49585905.0,100353117.0,-50767212.0
2001,39,Newfoundland and Labrador,460373.0,2154936.0,-1694563.0
2001,39,Northwest Territories,84642.0,64531.0,20111.0
2001,39,Nova Scotia,110141784.0,24497825.0,85643959.0
2001,39,Nunavut,61243.0,,61243.0
2001,39,Ontario,7255097001.0,8357367400.0,-1102270399.0
2001,39,Prince Edward Island,7171298.0,835207.0,6336091.0
2001,39,Quebec,1992553349.0,1412524036.0,580029313.0
2001,39,Saskatchewan,54122592.0,197226388.0,-143103796.0
2001,39,Total All Countries,11632162999.0,11672381507.0,-40218508.0
2001,39,Yukon Territory,115839.0,25551.0,90288.0
2001,40,Alberta,57497501.0,184520423.0,-127022922.0
2001,40,British Columbia,26536156.0,338442005.0,-311905849.0
2001,40,Manitoba,8365395.0,200852238.0,-192486843.0
2001,40,New Brunswick,3309380.0,152669053.0,-149359673.0
2001,40,Newfoundland and Labrador,56578.0,1446116.0,-1389538.0
2001,40,Northwest Territories,,41362.0,-41362.0
2001,40,Nova Scotia,790254171.0,87461358.0,702792813.0
2001,40,Nunavut,142992.0,,142992.0
2001,40,Ontario,2111922888.0,3536609357.0,-1424686469.0
2001,40,Prince Edward Island,271439.0,96660.0,174779.0
2001,40,Quebec,996498384.0,522233627.0,474264757.0
2001,40,Saskatchewan,1306462.0,77208527.0,-75902065.0
2001,40,Total All Countries,3996268113.0,5101604069.0,-1105335956.0
2001,40,Yukon Territory,106767.0,23343.0,83424.0
2001,41,Alberta,126396303.0,2212371.0,124183932.0
2001,41,British Columbia,8641994.0,9123186.0,-481192.0
2001,41,Manitoba,22767256.0,84214597.0,-61447341.0
2001,41,New Brunswick,305782.0,809349.0,-503567.0
2001,41,Newfoundland and Labrador,1396.0,1783.0,-387.0
2001,41,Northwest Territories,15605.0,,15605.0
2001,41,Nova Scotia,1469923.0,147029.0,1322894.0
2001,41,Ontario,135464699.0,206253927.0,-70789228.0
2001,41,Prince Edward Island,226918.0,,226918.0
2001,41,Quebec,56199630.0,126687984.0,-70488354.0
2001,41,Saskatchewan,8778686.0,233014.0,8545672.0
2001,41,Total All Countries,360275894.0,429683240.0,-69407346.0
2001,41,Yukon Territory,7702.0,,7702.0
2001,42,Alberta,3099838.0,30543451.0,-27443613.0
2001,42,British Columbia,17899645.0,123716822.0,-105817177.0
2001,42,Manitoba,9571416.0,27163735.0,-17592319.0
2001,42,New Brunswick,1033403.0,1108780.0,-75377.0
2001,42,Newfoundland and Labrador,11370.0,26014.0,-14644.0
2001,42,Northwest Territories,,2537.0,-2537.0
2001,42,Nova Scotia,610396.0,531846.0,78550.0
2001,42,Ontario,74169637.0,419745307.0,-345575670.0
2001,42,Prince Edward Island,7381.0,391.0,6990.0
2001,42,Quebec,94045472.0,285362490.0,-191317018.0
2001,42,Saskatchewan,203946.0,1324531.0,-1120585.0
2001,42,Total All Countries,200652504.0,889526440.0,-688873936.0
2001,42,Yukon Territory,,536.0,-536.0
2001,43,Alberta,335465.0,344649.0,-9184.0
2001,43,British Columbia,24791366.0,3885525.0,20905841.0
2001,43,Manitoba,11002455.0,8786229.0,2216226.0
2001,43,New Brunswick,3310.0,133868.0,-130558.0
2001,43,Newfoundland and Labrador,1571543.0,23220.0,1548323.0
2001,43,Northwest Territories,9560.0,,9560.0
2001,43,Nova Scotia,823124.0,9436.0,813688.0
2001,43,Ontario,187298312.0,87701137.0,99597175.0
2001,43,Prince Edward Island,98558.0,,98558.0
2001,43,Quebec,108431726.0,41202186.0,67229540.0
2001,43,Saskatchewan,171745.0,39126.0,132619.0
2001,43,Total All Countries,334558353.0,142125376.0,192432977.0
2001,43,Yukon Territory,21189.0,,21189.0
2001,44,Alberta,1256427202.0,62685238.0,1193741964.0
2001,44,British Columbia,9053818033.0,562641756.0,8491176277.0
2001,44,Manitoba,334137139.0,95848021.0,238289118.0
2001,44,New Brunswick,912647634.0,168580413.0,744067221.0
2001,44,Newfoundland and Labrador,30376403.0,298287.0,30078116.0
2001,44,Northwest Territories,1072433.0,1532.0,1070901.0
2001,44,Nova Scotia,273827862.0,12130121.0,261697741.0
2001,44,Ontario,2940561994.0,1283915846.0,1656646148.0
2001,44,Prince Edward Island,13338942.0,67574.0,13271368.0
2001,44,Quebec,4137482630.0,789931350.0,3347551280.0
2001,44,Saskatchewan,160301257.0,35352187.0,124949070.0
2001,44,Total All Countries,19116989468.0,3011500568.0,16105488900.0
2001,44,Yukon Territory,2997939.0,48243.0,2949696.0
2001,45,Alberta,,1593583.0,-1593583.0
2001,45,British Columbia,131316.0,4416466.0,-4285150.0
2001,45,Manitoba,16593.0,227608.0,-211015.0
2001,45,New Brunswick,,28140.0,-28140.0
2001,45,Newfoundland and Labrador,,14198.0,-14198.0
2001,45,Northwest Territories,,354.0,-354.0
2001,45,Nova Scotia,41592.0,72444.0,-30852.0
2001,45,Ontario,3029286.0,13753364.0,-10724078.0
2001,45,Prince Edward Island,,2204.0,-2204.0
2001,45,Quebec,1420395.0,6384620.0,-4964225.0
2001,45,Saskatchewan,,66702.0,-66702.0
2001,45,Total All Countries,4639182.0,26559683.0,-21920501.0
2001,46,Alberta,454.0,1095130.0,-1094676.0
2001,46,British Columbia,368461.0,10704354.0,-10335893.0
2001,46,Manitoba,1190638.0,601642.0,588996.0
2001,46,New Brunswick,,61772.0,-61772.0
2001,46,Newfoundland and Labrador,,736.0,-736.0
2001,46,Nova Scotia,527124.0,1574636.0,-1047512.0
2001,46,Ontario,2663403.0,23307993.0,-20644590.0
2001,46,Quebec,226659.0,6622482.0,-6395823.0
2001,46,Saskatchewan,17051.0,121500.0,-104449.0
2001,46,Total All Countries,4993790.0,44090245.0,-39096455.0
2001,47,Alberta,1314878643.0,28181206.0,1286697437.0
2001,47,British Columbia,3166763110.0,45448373.0,3121314737.0
2001,47,Manitoba,3981315.0,5229220.0,-1247905.0
2001,47,New Brunswick,507767682.0,25450143.0,482317539.0
2001,47,Newfoundland and Labrador,366453.0,8975661.0,-8609208.0
2001,47,Nova Scotia,224822989.0,14646.0,224808343.0
2001,47,Ontario,1072923563.0,250430588.0,822492975.0
2001,47,Prince Edward Island,24722.0,,24722.0
2001,47,Quebec,915653479.0,173827222.0,741826257.0
2001,47,Saskatchewan,234754040.0,4342806.0,230411234.0
2001,47,Total All Countries,7441935996.0,541899865.0,6900036131.0
2001,48,Alberta,285761656.0,156851286.0,128910370.0
2001,48,British Columbia,2402512306.0,611199289.0,1791313017.0
2001,48,Manitoba,255552480.0,276052455.0,-20499975.0
2001,48,New Brunswick,1043595748.0,97073684.0,946522064.0
2001,48,Newfoundland and Labrador,688570585.0,7459627.0,681110958.0
2001,48,Northwest Territories,,5235.0,-5235.0
2001,48,Nova Scotia,640158216.0,22038038.0,618120178.0
2001,48,Ontario,5510974596.0,4245272682.0,1265701914.0
2001,48,Prince Edward Island,1350317.0,17985.0,1332332.0
2001,48,Quebec,7215393453.0,823819676.0,6391573777.0
2001,48,Saskatchewan,261788041.0,72577876.0,189210165.0
2001,48,Total All Countries,18305657398.0,6312367929.0,11993289469.0
2001,48,Yukon Territory,,96.0,-96.0
2001,49,Alberta,34946578.0,43397918.0,-8451340.0
2001,49,British Columbia,240747582.0,267624480.0,-26876898.0
2001,49,Manitoba,161238764.0,292805407.0,-131566643.0
2001,49,New Brunswick,5628452.0,16992422.0,-11363970.0
2001,49,Newfoundland and Labrador,815880.0,434652.0,381228.0
2001,49,Northwest Territories,,14194.0,-14194.0
2001,49,Nova Scotia,4871677.0,1543050.0,3328627.0
2001,49,Ontario,963224430.0,2410536979.0,-1447312549.0
2001,49,Prince Edward Island,80448.0,68958.0,11490.0
2001,49,Quebec,586753088.0,293812155.0,292940933.0
2001,49,Saskatchewan,23269391.0,9489644.0,13779747.0
2001,49,Total All Countries,2021615936.0,3336738140.0,-1315122204.0
2001,49,Yukon Territory,39646.0,18281.0,21365.0
2001,50,Alberta,1856.0,184407.0,-182551.0
2001,50,British Columbia,918195.0,5015331.0,-4097136.0
2001,50,Manitoba,1872.0,180445.0,-178573.0
2001,50,New Brunswick,,45373.0,-45373.0
2001,50,Ontario,322024.0,11988011.0,-11665987.0
2001,50,Quebec,439652.0,14260574.0,-13820922.0
2001,50,Saskatchewan,,4834.0,-4834.0
2001,50,Total All Countries,1683599.0,31678975.0,-29995376.0
2001,51,Alberta,184265.0,499776.0,-315511.0
2001,51,British Columbia,84941.0,3298805.0,-3213864.0
2001,51,Manitoba,2175.0,1127789.0,-1125614.0
2001,51,New Brunswick,79829.0,120837.0,-41008.0
2001,51,Newfoundland and Labrador,,30813.0,-30813.0
2001,51,Nova Scotia,816.0,411544.0,-410728.0
2001,51,Ontario,14891661.0,57617974.0,-42726313.0
2001,51,Prince Edward Island,6981.0,146993.0,-140012.0
2001,51,Quebec,63429958.0,176248189.0,-112818231.0
2001,51,Saskatchewan,,32329.0,-32329.0
2001,51,Total All Countries,78680626.0,239535049.0,-160854423.0
2001,52,Alberta,65974.0,17383769.0,-17317795.0
2001,52,British Columbia,586896.0,27143476.0,-26556580.0
2001,52,Manitoba,8696.0,29232098.0,-29223402.0
2001,52,New Brunswick,19139159.0,20943724.0,-1804565.0
2001,52,Nova Scotia,61179.0,1397822.0,-1336643.0
2001,52,Ontario,25789791.0,348181804.0,-322392013.0
2001,52,Prince Edward Island,,26273.0,-26273.0
2001,52,Quebec,106620980.0,382965923.0,-276344943.0
2001,52,Saskatchewan,35113.0,6125081.0,-6089968.0
2001,52,Total All Countries,152310575.0,833399970.0,-681089395.0
2001,52,Yukon Territory,2787.0,,2787.0
2001,53,Alberta,1925.0,179945.0,-178020.0
2001,53,British Columbia,97875.0,2208330.0,-2110455.0
2001,53,Manitoba,21139208.0,1773964.0,19365244.0
2001,53,New Brunswick,43881.0,11587.0,32294.0
2001,53,Newfoundland and Labrador,,962.0,-962.0
2001,53,Nova Scotia,7207.0,1073689.0,-1066482.0
2001,53,Ontario,6710477.0,9898580.0,-3188103.0
2001,53,Prince Edward Island,1494.0,,1494.0
2001,53,Quebec,465184.0,8260960.0,-7795776.0
2001,53,Saskatchewan,877994.0,287359.0,590635.0
2001,53,Total All Countries,29345245.0,23695376.0,5649869.0
2001,54,Alberta,183197.0,14441065.0,-14257868.0
2001,54,British Columbia,256359.0,25746955.0,-25490596.0
2001,54,Manitoba,5931640.0,26010139.0,-20078499.0
2001,54,New Brunswick,186239.0,12389936.0,-12203697.0
2001,54,Newfoundland and Labrador,,86317.0,-86317.0
2001,54,Nova Scotia,6084037.0,662968.0,5421069.0
2001,54,Ontario,601966886.0,555708176.0,46258710.0
2001,54,Prince Edward Island,1776.0,7854.0,-6078.0
2001,54,Quebec,179694184.0,329339723.0,-149645539.0
2001,54,Saskatchewan,161484.0,6358262.0,-6196778.0
2001,54,Total All Countries,794465802.0,970754391.0,-176288589.0
2001,54,Yukon Territory,,2996.0,-2996.0
2001,55,Alberta,145110088.0,7652440.0,137457648.0
2001,55,British Columbia,429650.0,21291226.0,-20861576.0
2001,55,Manitoba,521770.0,16085844.0,-15564074.0
2001,55,New Brunswick,2608345.0,2055159.0,553186.0
2001,55,Newfoundland and Labrador,,1273.0,-1273.0
2001,55,Nova Scotia,147599.0,200007.0,-52408.0
2001,55,Ontario,49532866.0,377303287.0,-327770421.0
2001,55,Prince Edward Island,2043.0,36235.0,-34192.0
2001,55,Quebec,218359832.0,309372103.0,-91012271.0
2001,55,Saskatchewan,71415.0,1585938.0,-1514523.0
2001,55,Total All Countries,416783608.0,735583512.0,-318799904.0
2001,56,Alberta,416262.0,9168113.0,-8751851.0
2001,56,British Columbia,3974918.0,27803329.0,-23828411.0
2001,56,Manitoba,8567953.0,19428543.0,-10860590.0
2001,56,New Brunswick,1268225.0,6730398.0,-5462173.0
2001,56,Newfoundland and Labrador,89927.0,2266174.0,-2176247.0
2001,56,Northwest Territories,,2668.0,-2668.0
2001,56,Nova Scotia,2563930.0,11520748.0,-8956818.0
2001,56,Ontario,95428214.0,313607540.0,-218179326.0
2001,56,Prince Edward Island,131791.0,13958.0,117833.0
2001,56,Quebec,112787471.0,115664465.0,-2876994.0
2001,56,Saskatchewan,2532240.0,5484582.0,-2952342.0
2001,56,Total All Countries,227760931.0,511690518.0,-283929587.0
2001,57,Alberta,623547.0,20046932.0,-19423385.0
2001,57,British Columbia,6889182.0,83544558.0,-76655376.0
2001,57,Manitoba,59435.0,94939097.0,-94879662.0
2001,57,New Brunswick,24374.0,7328001.0,-7303627.0
2001,57,Newfoundland and Labrador,,68820.0,-68820.0
2001,57,Nova Scotia,11809599.0,470005.0,11339594.0
2001,57,Ontario,189161855.0,504881009.0,-315719154.0
2001,57,Prince Edward Island,3055.0,758.0,2297.0
