"Title","Canadian trade balances"
"Products","Hs 09 - coffee, tea, maté and spices"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2022"
"Units","Value in  canadian dollars"

"","","2022"
"HS 09 - Coffee, tea, maté and spices"
"Saskatchewan","Total Exports","7073944"
"","Total Imports","4084440"
"","Trade Balance","2989504"
"Prince Edward Island","Total Exports","8629"
"","Total Imports",""
"","Trade Balance","8629"
"Northwest Territories","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Nunavut","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Yukon Territory","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Newfoundland and Labrador","Total Exports","6536"
"","Total Imports","13009"
"","Trade Balance","-6473"
"New Brunswick","Total Exports","47252"
"","Total Imports","5385446"
"","Trade Balance","-5338194"
"Nova Scotia","Total Exports","70068"
"","Total Imports","6179608"
"","Trade Balance","-6109540"
"Manitoba","Total Exports","972177"
"","Total Imports","8786644"
"","Trade Balance","-7814467"
"Alberta","Total Exports","461225"
"","Total Imports","70352791"
"","Trade Balance","-69891566"
"British Columbia","Total Exports","103824549"
"","Total Imports","531557605"
"","Trade Balance","-427733056"
"Quebec","Total Exports","311983976"
"","Total Imports","845657548"
"","Trade Balance","-533673572"
"Ontario","Total Exports","822720454"
"","Total Imports","1623271360"
"","Trade Balance","-800550906"

"Source: Trade Data Online (accessed: March 14, 2025)"



