"Title","Canadian trade balances"
"Products","Hs 59 - impregnated, coated, cover/laminated textile fabric etc"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2008"
"Units","Value in  canadian dollars"

"","","2008"
"HS 59 - Impregnated, coated, cover/laminated textile fabric etc"
"Ontario","Total Exports","408817649"
"","Total Imports","300876721"
"","Trade Balance","107940928"
"Quebec","Total Exports","150051247"
"","Total Imports","96324366"
"","Trade Balance","53726881"
"Nova Scotia","Total Exports","30168342"
"","Total Imports","4140732"
"","Trade Balance","26027610"
"Prince Edward Island","Total Exports","28561"
"","Total Imports",""
"","Trade Balance","28561"
"Nunavut","Total Exports","14648"
"","Total Imports",""
"","Trade Balance","14648"
"Yukon Territory","Total Exports","9146"
"","Total Imports","337"
"","Trade Balance","8809"
"Northwest Territories","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Newfoundland and Labrador","Total Exports","2097"
"","Total Imports","20990"
"","Trade Balance","-18893"
"New Brunswick","Total Exports","87791"
"","Total Imports","3843815"
"","Trade Balance","-3756024"
"Alberta","Total Exports","1064036"
"","Total Imports","7788101"
"","Trade Balance","-6724065"
"Saskatchewan","Total Exports","125464"
"","Total Imports","10341598"
"","Trade Balance","-10216134"
"Manitoba","Total Exports","314926"
"","Total Imports","25522204"
"","Trade Balance","-25207278"
"British Columbia","Total Exports","1906184"
"","Total Imports","28771404"
"","Trade Balance","-26865220"

"Source: Trade Data Online (accessed: March 14, 2025)"



