"Title","Canadian trade balances"
"Products","Hs 54 - man-made filaments"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2010"
"Units","Value in  canadian dollars"

"","","2010"
"HS 54 - Man-made filaments"
"Ontario","Total Exports","479454360"
"","Total Imports","308786688"
"","Trade Balance","170667672"
"Prince Edward Island","Total Exports","8228"
"","Total Imports","12"
"","Trade Balance","8216"
"Northwest Territories","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Nunavut","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Yukon Territory","Total Exports",""
"","Total Imports","77"
"","Trade Balance","-77"
"Newfoundland and Labrador","Total Exports","168"
"","Total Imports","417"
"","Trade Balance","-249"
"Nova Scotia","Total Exports","2640578"
"","Total Imports","6386297"
"","Trade Balance","-3745719"
"Saskatchewan","Total Exports","5859"
"","Total Imports","5472340"
"","Trade Balance","-5466481"
"Alberta","Total Exports","67499"
"","Total Imports","8084359"
"","Trade Balance","-8016860"
"British Columbia","Total Exports","417575"
"","Total Imports","13402620"
"","Trade Balance","-12985045"
"Manitoba","Total Exports","1462981"
"","Total Imports","17276810"
"","Trade Balance","-15813829"
"New Brunswick","Total Exports","6264"
"","Total Imports","20187686"
"","Trade Balance","-20181422"
"Quebec","Total Exports","81164780"
"","Total Imports","141847737"
"","Trade Balance","-60682957"

"Source: Trade Data Online (accessed: March 14, 2025)"

"Note:","54 - Coverage Change - Description prior to 2007 : Man-Made Filaments, Filament Yarns and Fabrics"

