"Title","Canadian trade balances"
"Products","Hs 86 - rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2004"
"Units","Value in  canadian dollars"

"","","2004"
"HS 86 - Rlwy/tram locom,rolling-stock & pts;track fxts,fit & pts;mech traffic sgnl equip"
"Mexico","Total Exports","123267949"
"","Total Imports","16835203"
"","Trade Balance","106432746"
"Netherlands","Total Exports","25081118"
"","Total Imports","3227596"
"","Trade Balance","21853522"
"United Kingdom","Total Exports","17905896"
"","Total Imports","2108361"
"","Trade Balance","15797535"
"Australia","Total Exports","4591679"
"","Total Imports","28780"
"","Trade Balance","4562899"
"Iran","Total Exports","1895544"
"","Total Imports",""
"","Trade Balance","1895544"
"Bangladesh","Total Exports","1779780"
"","Total Imports",""
"","Trade Balance","1779780"
"Russia","Total Exports","1379840"
"","Total Imports",""
"","Trade Balance","1379840"
"Sudan","Total Exports","1371935"
"","Total Imports",""
"","Trade Balance","1371935"
"Senegal","Total Exports","1140306"
"","Total Imports",""
"","Trade Balance","1140306"
"Türkiye","Total Exports","1151667"
"","Total Imports","103791"
"","Trade Balance","1047876"
"Congo (formerly Brazzaville)","Total Exports","797845"
"","Total Imports",""
"","Trade Balance","797845"
"Chile","Total Exports","693517"
"","Total Imports","531"
"","Trade Balance","692986"
"Venezuela","Total Exports","617947"
"","Total Imports",""
"","Trade Balance","617947"
"Benin","Total Exports","467353"
"","Total Imports",""
"","Trade Balance","467353"
"Cuba","Total Exports","439377"
"","Total Imports",""
"","Trade Balance","439377"
"Tunisia","Total Exports","402744"
"","Total Imports",""
"","Trade Balance","402744"
"Zambia (Zambi)","Total Exports","387356"
"","Total Imports",""
"","Trade Balance","387356"
"New Zealand","Total Exports","387361"
"","Total Imports","6008"
"","Trade Balance","381353"
"Brazil","Total Exports","554760"
"","Total Imports","182903"
"","Trade Balance","371857"
"Greece","Total Exports","275293"
"","Total Imports",""
"","Trade Balance","275293"
"Tanzania","Total Exports","262614"
"","Total Imports",""
"","Trade Balance","262614"
"Congo (formerly Zaire)","Total Exports","253943"
"","Total Imports",""
"","Trade Balance","253943"
"Albania","Total Exports","216710"
"","Total Imports",""
"","Trade Balance","216710"
"Jamaica","Total Exports","196723"
"","Total Imports",""
"","Trade Balance","196723"
"Cameroon","Total Exports","222273"
"","Total Imports","28146"
"","Trade Balance","194127"
"Gabon","Total Exports","181728"
"","Total Imports",""
"","Trade Balance","181728"
"Peru","Total Exports","179748"
"","Total Imports",""
"","Trade Balance","179748"
"Mali","Total Exports","178265"
"","Total Imports",""
"","Trade Balance","178265"
"Barbados","Total Exports","178139"
"","Total Imports",""
"","Trade Balance","178139"
"Bolivia","Total Exports","168944"
"","Total Imports",""
"","Trade Balance","168944"
"Sri Lanka","Total Exports","165047"
"","Total Imports",""
"","Trade Balance","165047"
"Argentina","Total Exports","292146"
"","Total Imports","128962"
"","Trade Balance","163184"
"Morocco","Total Exports","129420"
"","Total Imports",""
"","Trade Balance","129420"
"Côte-d'Ivoire","Total Exports","115282"
"","Total Imports",""
"","Trade Balance","115282"
"Portugal","Total Exports","106938"
"","Total Imports",""
"","Trade Balance","106938"
