"Title","Canadian trade balances"
"Products","Hs 54 - man-made filaments"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2022"
"Units","Value in  canadian dollars"

"","","2022"
"HS 54 - Man-made filaments"
"Ontario","Total Exports","274506308"
"","Total Imports","251194491"
"","Trade Balance","23311817"
"Prince Edward Island","Total Exports","16974"
"","Total Imports",""
"","Trade Balance","16974"
"Yukon Territory","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Northwest Territories","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Nunavut","Total Exports",""
"","Total Imports",""
"","Trade Balance",""
"Newfoundland and Labrador","Total Exports","1700"
"","Total Imports","2798"
"","Trade Balance","-1098"
"New Brunswick","Total Exports","347006"
"","Total Imports","6184422"
"","Trade Balance","-5837416"
"Saskatchewan","Total Exports","6507"
"","Total Imports","12228267"
"","Trade Balance","-12221760"
"Nova Scotia","Total Exports","5051790"
"","Total Imports","19696887"
"","Trade Balance","-14645097"
"Alberta","Total Exports","169987"
"","Total Imports","16585290"
"","Trade Balance","-16415303"
"Manitoba","Total Exports","84923"
"","Total Imports","27209393"
"","Trade Balance","-27124470"
"British Columbia","Total Exports","1423702"
"","Total Imports","54942435"
"","Trade Balance","-53518733"
"Quebec","Total Exports","74541858"
"","Total Imports","228281757"
"","Trade Balance","-153739899"

"Source: Trade Data Online (accessed: March 14, 2025)"

"Note:","54 - Coverage Change - Description prior to 2007 : Man-Made Filaments, Filament Yarns and Fabrics"

