"Title","Canadian trade balances"
"Products","Hs 71 - natural/cultured pearls, prec stones & metals, coin etc"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2014"
"Units","Value in  canadian dollars"

"","","2014"
"HS 71 - Natural/cultured pearls, prec stones & metals, coin etc"
"United Kingdom","Total Exports","9359546600"
"","Total Imports","1346221243"
"","Trade Balance","8013325357"
"United States","Total Exports","7607381984"
"","Total Imports","3228352032"
"","Trade Balance","4379029952"
"Hong Kong","Total Exports","2550806439"
"","Total Imports","23592318"
"","Trade Balance","2527214121"
"Belgium","Total Exports","1569143007"
"","Total Imports","50710212"
"","Trade Balance","1518432795"
"Switzerland","Total Exports","872669269"
"","Total Imports","56497629"
"","Trade Balance","816171640"
"Botswana","Total Exports","714998173"
"","Total Imports","5542"
"","Trade Balance","714992631"
"Japan","Total Exports","315434769"
"","Total Imports","9090943"
"","Trade Balance","306343826"
"Singapore","Total Exports","241260494"
"","Total Imports","2440297"
"","Trade Balance","238820197"
"Germany","Total Exports","181040542"
"","Total Imports","30648042"
"","Trade Balance","150392500"
"United Arab Emirates","Total Exports","136528066"
"","Total Imports","10772580"
"","Trade Balance","125755486"
"Netherlands","Total Exports","32797443"
"","Total Imports","1251325"
"","Trade Balance","31546118"
"India","Total Exports","278040811"
"","Total Imports","254039879"
"","Trade Balance","24000932"
"Vietnam","Total Exports","28800535"
"","Total Imports","7562780"
"","Trade Balance","21237755"
"Panama","Total Exports","1961189"
"","Total Imports","489408"
"","Trade Balance","1471781"
"Malaysia","Total Exports","1588539"
"","Total Imports","232415"
"","Trade Balance","1356124"
"Saint Kitts and Nevis","Total Exports","1054768"
"","Total Imports",""
"","Trade Balance","1054768"
"Albania","Total Exports","846953"
"","Total Imports","55533"
"","Trade Balance","791420"
"Sint Maarten","Total Exports","785838"
"","Total Imports","6628"
"","Trade Balance","779210"
"Fiji","Total Exports","715378"
"","Total Imports","2627"
"","Trade Balance","712751"
"Bahamas","Total Exports","586328"
"","Total Imports","3163"
"","Trade Balance","583165"
"Saudi Arabia","Total Exports","517623"
"","Total Imports","44857"
"","Trade Balance","472766"
"New Zealand","Total Exports","1226695"
"","Total Imports","768690"
"","Trade Balance","458005"
"Qatar","Total Exports","331390"
"","Total Imports","2009"
"","Trade Balance","329381"
"Macau (Macao)","Total Exports","326815"
"","Total Imports","9496"
"","Trade Balance","317319"
