"Title","Canadian trade balances"
"Products","Hs 71 - natural/cultured pearls, prec stones & metals, coin etc"
"Origin","Distribution by province"
"Destination","All countries (total)"
"Period","Specific year(s): 2011"
"Units","Value in  canadian dollars"

"","","2011"
"HS 71 - Natural/cultured pearls, prec stones & metals, coin etc"
"Ontario","Total Exports","22226760854"
"","Total Imports","13749915997"
"","Trade Balance","8476844857"
"Northwest Territories","Total Exports","2009343858"
"","Total Imports",""
"","Trade Balance","2009343858"
"British Columbia","Total Exports","624369789"
"","Total Imports","380832561"
"","Trade Balance","243537228"
"Saskatchewan","Total Exports","7404693"
"","Total Imports","306497"
"","Trade Balance","7098196"
"Nova Scotia","Total Exports","2107416"
"","Total Imports","262591"
"","Trade Balance","1844825"
"Newfoundland and Labrador","Total Exports","1117170"
"","Total Imports","44423"
"","Trade Balance","1072747"
"Prince Edward Island","Total Exports","385567"
"","Total Imports",""
"","Trade Balance","385567"
"Nunavut","Total Exports","229277"
"","Total Imports",""
"","Trade Balance","229277"
"Yukon Territory","Total Exports","444511"
"","Total Imports","303521"
"","Trade Balance","140990"
"New Brunswick","Total Exports","350118"
"","Total Imports","699142"
"","Trade Balance","-349024"
"Manitoba","Total Exports","49325845"
"","Total Imports","99943938"
"","Trade Balance","-50618093"
"Alberta","Total Exports","93312411"
"","Total Imports","281414832"
"","Trade Balance","-188102421"
"Quebec","Total Exports","1366686376"
"","Total Imports","3008623057"
"","Trade Balance","-1641936681"

"Source: Trade Data Online (accessed: March 14, 2025)"



