"Title","Canadian trade balances"
"Products","Hs 71 - natural/cultured pearls, prec stones & metals, coin etc"
"Origin","Canada"
"Destination","All countries (detailed)"
"Period","Specific year(s): 2008"
"Units","Value in  canadian dollars"

"","","2008"
"HS 71 - Natural/cultured pearls, prec stones & metals, coin etc"
"United Kingdom","Total Exports","6507631315"
"","Total Imports","226029149"
"","Trade Balance","6281602166"
"Belgium","Total Exports","1186092657"
"","Total Imports","124206899"
"","Trade Balance","1061885758"
"United States","Total Exports","4898075708"
"","Total Imports","3858923321"
"","Trade Balance","1039152387"
"Switzerland","Total Exports","477808023"
"","Total Imports","151309009"
"","Trade Balance","326499014"
"Hong Kong","Total Exports","209545602"
"","Total Imports","26083197"
"","Trade Balance","183462405"
"United Arab Emirates","Total Exports","232787968"
"","Total Imports","125430144"
"","Trade Balance","107357824"
"Germany","Total Exports","71002934"
"","Total Imports","53511104"
"","Trade Balance","17491830"
"Ethiopia","Total Exports","16779443"
"","Total Imports","857"
"","Trade Balance","16778586"
"Uganda","Total Exports","8273802"
"","Total Imports","4786"
"","Trade Balance","8269016"
"Tanzania","Total Exports","6352928"
"","Total Imports","132485"
"","Trade Balance","6220443"
"Panama","Total Exports","5578669"
"","Total Imports","35"
"","Trade Balance","5578634"
"Paraguay","Total Exports","4533061"
"","Total Imports",""
"","Trade Balance","4533061"
"Ghana","Total Exports","5607761"
"","Total Imports","2882743"
"","Trade Balance","2725018"
"New Zealand","Total Exports","2639411"
"","Total Imports","632321"
"","Trade Balance","2007090"
"Oman (formerly Muscat and Oman)","Total Exports","1598476"
"","Total Imports",""
"","Trade Balance","1598476"
"Fiji","Total Exports","1483823"
"","Total Imports","9"
"","Trade Balance","1483814"
"Barbados","Total Exports","1452422"
"","Total Imports","5554"
"","Trade Balance","1446868"
"Dominican Republic","Total Exports","5175064"
"","Total Imports","4005822"
"","Trade Balance","1169242"
"Armenia","Total Exports","7002907"
"","Total Imports","5876890"
"","Trade Balance","1126017"
"Netherlands Antilles","Total Exports","829244"
"","Total Imports","3274"
"","Trade Balance","825970"
"Djibouti","Total Exports","732990"
"","Total Imports",""
"","Trade Balance","732990"
"Cayman Islands","Total Exports","711479"
"","Total Imports","10127"
"","Trade Balance","701352"
"Papua New Guinea","Total Exports","465785"
"","Total Imports","120794"
"","Trade Balance","344991"
"Belize","Total Exports","340468"
"","Total Imports","1646"
"","Trade Balance","338822"
"Aruba","Total Exports","332459"
"","Total Imports",""
"","Trade Balance","332459"
"Cuba","Total Exports","320550"
"","Total Imports","257"
"","Trade Balance","320293"
"Saint Kitts and Nevis","Total Exports","257810"
"","Total Imports","8275"
"","Trade Balance","249535"
"Saint Lucia","Total Exports","176316"
"","Total Imports",""
"","Trade Balance","176316"
"Mali","Total Exports","158074"
"","Total Imports","11586"
"","Trade Balance","146488"
"Romania","Total Exports","141387"
"","Total Imports","11815"
"","Trade Balance","129572"
"Saudi Arabia","Total Exports","176456"
"","Total Imports","47438"
"","Trade Balance","129018"
"Kyrgyzstan","Total Exports","122176"
"","Total Imports","91"
"","Trade Balance","122085"
"Trinidad and Tobago","Total Exports","187492"
"","Total Imports","88451"
"","Trade Balance","99041"
"Bahamas","Total Exports","536692"
"","Total Imports","437908"
"","Trade Balance","98784"
"Kuwait","Total Exports","94542"
"","Total Imports",""
"","Trade Balance","94542"
"Honduras","Total Exports","49740"
"","Total Imports","5157"
"","Trade Balance","44583"
"Qatar","Total Exports","42878"
"","Total Imports","2137"
"","Trade Balance","40741"
"Norfolk Island","Total Exports","34820"
"","Total Imports",""
"","Trade Balance","34820"
"Finland","Total Exports","115983"
"","Total Imports","86938"
"","Trade Balance","29045"
"British Indian Ocean Territories","Total Exports","26734"
"","Total Imports",""
"","Trade Balance","26734"
"Slovakia","Total Exports","26069"
"","Total Imports","267"
"","Trade Balance","25802"
"Guatemala","Total Exports","40514"
"","Total Imports","15550"
"","Trade Balance","24964"
"Iraq","Total Exports","20172"
"","Total Imports",""
"","Trade Balance","20172"
"Ukraine","Total Exports","18062"
"","Total Imports","1390"
"","Trade Balance","16672"
"Jamaica","Total Exports","16789"
"","Total Imports","376"
"","Trade Balance","16413"
"Turks and Caicos Islands","Total Exports","14701"
"","Total Imports","3105"
"","Trade Balance","11596"
"Venezuela","Total Exports","21072"
"","Total Imports","16253"
"","Trade Balance","4819"
"U.S. Minor Outlying Islands","Total Exports","4740"
"","Total Imports","231"
"","Trade Balance","4509"
"Ecuador","Total Exports","16458"
"","Total Imports","11964"
"","Trade Balance","4494"
"Serbia","Total Exports","2868"
"","Total Imports",""
"","Trade Balance","2868"
"Latvia","Total Exports","3798"
"","Total Imports","950"
"","Trade Balance","2848"
"Libya","Total Exports","712"
"","Total Imports",""
"","Trade Balance","712"
"Burkina Faso","Total Exports","515"
"","Total Imports",""
"","Trade Balance","515"
"Eritrea","Total Exports","340"
"","Total Imports",""
"","Trade Balance","340"
"Albania","Total Exports","334"
"","Total Imports",""
"","Trade Balance","334"
"Congo (formerly Zaire)","Total Exports","359"
"","Total Imports","36"
"","Trade Balance","323"
"New Caledonia","Total Exports","295"
"","Total Imports","1"
"","Trade Balance","294"
"Guinea","Total Exports","172"
"","Total Imports",""
"","Trade Balance","172"
"Cyprus","Total Exports","24"
"","Total Imports",""
"","Trade Balance","24"
"Togo","Total Exports",""
"","Total Imports","16"
"","Trade Balance","-16"
"Zimbabwe","Total Exports",""
"","Total Imports","90"
"","Trade Balance","-90"
"Somalia","Total Exports",""
"","Total Imports","101"
"","Trade Balance","-101"
"Guam","Total Exports",""
"","Total Imports","107"
"","Trade Balance","-107"
"Central African Republic","Total Exports",""
"","Total Imports","124"
"","Trade Balance","-124"
"Nauru","Total Exports",""
"","Total Imports","136"
"","Trade Balance","-136"
"Malawi","Total Exports",""
"","Total Imports","163"
"","Trade Balance","-163"
"Malta","Total Exports","47"
"","Total Imports","222"
"","Trade Balance","-175"
"Kazakhstan","Total Exports",""
"","Total Imports","216"
"","Trade Balance","-216"
"Haiti","Total Exports","41"
"","Total Imports","328"
"","Trade Balance","-287"
"Sao Tomé-Principe","Total Exports",""
"","Total Imports","339"
"","Trade Balance","-339"
"Cocos (Keeling) Islands","Total Exports",""
"","Total Imports","344"
"","Trade Balance","-344"
"British Virgin Islands","Total Exports",""
"","Total Imports","348"
"","Trade Balance","-348"
"Brunei Darussalam","Total Exports",""
"","Total Imports","500"
"","Trade Balance","-500"
"Senegal","Total Exports",""
"","Total Imports","529"
"","Trade Balance","-529"
"Syria","Total Exports","436"
"","Total Imports","1199"
"","Trade Balance","-763"
"Côte-d'Ivoire","Total Exports",""
"","Total Imports","899"
"","Trade Balance","-899"
